State,FY,COLI,EMI,HECA,StateSupport,FinancialAid,NetTuition,NetFTEStudents
New Hampshire,2003,1.137034,1.039625,0.602213,106872000,1555000,165504463,28068
New Jersey,2003,1.144609,0.989993,0.602213,1580361358,125936336,1054145792,194846
New Mexico,2003,0.941450,0.988873,0.602213,641703164,42690395,67043420,75847
New York,2003,1.056591,0.989115,0.602213,3497776487,329650000,1414803263,483417
North Carolina,2003,0.895671,0.984330,0.602213,2449659000,63761000,583577000,302159
North Dakota,2003,1.013961,1.020071,0.602213,203801000,1517387,106728157,34667
Ohio,2003,0.870701,1.009494,0.602213,2064474127,88438097,1560751676,352538
Oklahoma,2003,0.877189,1.011231,0.602213,838136140,33610259,228784278,128005
Oregon,2003,1.119892,1.008344,0.602213,635486463,14277630,470066274,125808
Pennsylvania,2003,0.962161,1.027127,0.602213,1998020000,166835110,1713432664,315591
Rhode Island,2003,1.208925,0.965323,0.602213,175992129,3108209,153663438,26887
South Carolina,2003,0.929071,1.015291,0.602213,1051554033,144843663,495097611,137267
South Dakota,2003,0.935642,0.969914,0.602213,149665555,89100,114473635,28232
Tennessee,2003,0.868157,0.996218,0.602213,1106888100,26056900,524676100,160535
Texas,2003,0.908329,0.999183,0.602213,4988201973,22410125,2275462734,766342
Utah,2003,0.972805,1.019268,0.602213,614007000,6521200,249524699,108386
Vermont,2003,1.139689,0.973758,0.602213,75125186,6488860,156773508,16843
Virginia,2003,0.962968,1.023269,0.602213,1427177000,75191708,915458440,254694
Washington,2003,1.080378,0.990187,0.602213,1375255000,108654000,463228000,220677
West Virginia,2003,0.898378,1.024591,0.602213,434393834,19840505,199790396,67374
Wisconsin,2003,0.943718,1.001632,0.602213,1211788000,54461175,571884609,209599
Wyoming,2003,0.990707,0.956238,0.602213,193065410,9275762,48893389,21774
U.S.,2003,1.000000,1.000000,0.602213,63429705844,3329875637,27619490974,9532846
Alabama,2002,0.874817,1.020407,0.583287,1115999450,14645743,610690910,173687
Alaska,2002,1.240049,0.972260,0.583287,202852867,0,41175582,16706
Arizona,2002,0.962463,1.016214,0.583287,940735189,3531000,516495600,201660
Arkansas,2002,0.852109,1.004731,0.583287,635740600,30056824,207877204,92722
California,2002,1.271378,0.974561,0.583287,9416217450,392405962,1219015051,1409319
Colorado,2002,1.044599,1.024068,0.583287,733277701,71787976,503523023,147724
Connecticut,2002,1.194171,1.001642,0.583287,916189034,22483823,268256137,64183
Delaware,2002,1.033892,1.040890,0.583287,185400000,10289000,215100000,26775
Florida,2002,0.952375,1.019976,0.583287,3061544636,227686106,927176999,442010
Georgia,2002,0.877999,1.009819,0.583287,2307851766,288002119,320939597,259566
Hawaii,2002,1.412833,1.019532,0.583287,349231000,286000,64734000,33063
Idaho,2002,0.936217,0.976970,0.583287,362302500,5538825,73129275,41593
Illinois,2002,0.940432,0.987444,0.583287,2904184000,211712200,676544917,335188
Indiana,2002,0.898821,1.007056,0.583287,1198057683,71846000,872058000,204002
Iowa,2002,0.919148,1.017111,0.583287,786639971,5491074,428498278,110834
Kansas,2002,0.922519,1.001955,0.583287,712131059,7398148,273799509,104341
Kentucky,2002,0.867281,1.004377,0.583287,1084606000,21102600,377010200,131313
Louisiana,2002,0.914179,1.000753,0.583287,1140954119,92360720,289988341,172092
Maine,2002,1.099617,1.026167,0.583287,236611726,8075592,127286716,30560
Maryland,2002,1.191517,0.990881,0.583287,1313666516,53854283,773791846,174136
Massachusetts,2002,1.250533,0.987311,0.583287,1069051324,51526681,459973000,133875
Michigan,2002,0.859225,1.008582,0.583287,2273500000,136300000,1522258375,350261
Minnesota,2002,0.964954,0.989603,0.583287,1397800000,75042000,501369000,171287
Mississippi,2002,0.831364,1.008723,0.583287,733301000,26042994,283467609,107110
Missouri,2002,0.850668,0.985412,0.583287,877690838,25807087,415882706,163408
Montana,2002,0.976729,1.059349,0.583287,149837689,3373044,106225480,34333
Nebraska,2002,0.947714,1.001357,0.583287,512800000,2651768,185186718,67683
Nevada,2002,1.056863,1.038213,0.583287,387290920,40124739,99826403,49953
New Hampshire,2002,1.137034,1.039625,0.583287,103347000,1958178,205200000,27455
New Jersey,2002,1.144609,0.989993,0.583287,1796251497,121650708,920064316,188839
New Mexico,2002,0.941450,0.988873,0.583287,514547400,39544374,66103410,68579
New York,2002,1.056591,0.989115,0.583287,3360520525,315302000,1345769328,463185
North Carolina,2002,0.895671,0.984330,0.583287,2442690000,62700000,551352000,286494
North Dakota,2002,1.013961,1.020071,0.583287,201497115,1089000,90077588,33249
Ohio,2002,0.870701,1.009494,0.583287,2075801500,64853314,1444867695,353571
Oklahoma,2002,0.877189,1.011231,0.583287,824243012,30310030,140083644,128530
Oregon,2002,1.119892,1.008344,0.583287,638882440,16256059,399381715,120210
Pennsylvania,2002,0.962161,1.027127,0.583287,2011695000,159035884,1802201100,293742
Rhode Island,2002,1.208925,0.965323,0.583287,180551055,2999068,139911817,26677
South Carolina,2002,0.929071,1.015291,0.583287,817379042,56504280,447619415,136300
South Dakota,2002,0.935642,0.969914,0.583287,143331961,89100,89497977,22573
Tennessee,2002,0.868157,0.996218,0.583287,1071510500,33997350,475145475,158279
Texas,2002,0.908329,0.999183,0.583287,5295546843,22476573,2098693705,704310
Utah,2002,0.972805,1.019268,0.583287,593641100,6614800,189461595,98654
Vermont,2002,1.139689,0.973758,0.583287,71128603,6141369,154998104,16379
Virginia,2002,0.962968,1.023269,0.583287,1681646000,72519170,702005680,246637
Washington,2002,1.080378,0.990187,0.583287,1349300000,97293000,398739000,213147
West Virginia,2002,0.898378,1.024591,0.583287,437204731,15750000,186620264,64799
Wisconsin,2002,0.943718,1.001632,0.583287,1194900000,51655800,520446519,204123
Wyoming,2002,0.990707,0.956238,0.583287,163429717,10630860,44321052,20874
U.S.,2002,1.000000,1.000000,0.583287,63974510079,3088793225,24773841875,9125990
Alabama,2001,0.874817,1.020407,0.566187,1088445747,14502835,592027659,165833
Alaska,2001,1.240049,0.972260,0.566187,192093900,0,38349393,16079
Arizona,2001,0.962463,1.016214,0.566187,898839000,3531000,508361000,194629
Arkansas,2001,0.852109,1.004731,0.566187,618127000,30201660,161918646,87337
California,2001,1.271378,0.974561,0.566187,8904961550,381648242,1137709217,1322308
Colorado,2001,1.044599,1.024068,0.566187,717406443,66001026,455996844,141492
Connecticut,2001,1.194171,1.001642,0.566187,859639833,22323708,247509268,60976
Delaware,2001,1.033892,1.040890,0.566187,184700000,9453200,215935800,28944
Florida,2001,0.952375,1.019976,0.566187,3124964661,217020350,817660516,420957
Georgia,2001,0.877999,1.009819,0.566187,2293708414,243523834,342297675,234998
Hawaii,2001,1.412833,1.019532,0.566187,339025000,286000,65089031,31810
Idaho,2001,0.936217,0.976970,0.566187,323623500,2298825,91812275,39495
Illinois,2001,0.940432,0.987444,0.566187,2719733400,197649103,611762328,323876
Indiana,2001,0.898821,1.007056,0.566187,1283197000,67625000,751090000,193130
Iowa,2001,0.919148,1.017111,0.566187,851184070,3331246,383667323,105545
Kansas,2001,0.922519,1.001955,0.566187,683084000,6849479,256982649,100476
Kentucky,2001,0.867281,1.004377,0.566187,1001625000,20624000,354995900,119500
Louisiana,2001,0.914179,1.000753,0.566187,1007996023,81049892,281940713,168121
Maine,2001,1.099617,1.026167,0.566187,226587350,8272247,117667360,29287
Maryland,2001,1.191517,0.990881,0.566187,1293800966,46695722,742194906,175085
Massachusetts,2001,1.250533,0.987311,0.566187,1131804500,58373921,436900000,128404
Michigan,2001,0.859225,1.008582,0.566187,2231600000,130700000,1378780121,333584
Minnesota,2001,0.964954,0.989603,0.566187,1315100000,71385000,453718000,167238
Mississippi,2001,0.831364,1.008723,0.566187,791445655,29330190,228079693,102490
Missouri,2001,0.850668,0.985412,0.566187,1007745089,24458145,399148848,156588
Montana,2001,0.976729,1.059349,0.566187,141721881,3012064,97784630,33660
Nebraska,2001,0.947714,1.001357,0.566187,489500000,2095365,168647918,65725
Nevada,2001,1.056863,1.038213,0.566187,347634743,31044884,91020299,48107
New Hampshire,2001,1.137034,1.039625,0.566187,107600000,732005,193500000,26506
New Jersey,2001,1.144609,0.989993,0.566187,1697183546,112166931,862253135,178671
New Mexico,2001,0.941450,0.988873,0.566187,473132550,34990253,61426001,66847
New York,2001,1.056591,0.989115,0.566187,3242034624,294676000,1294052432,449959
North Carolina,2001,0.895671,0.984330,0.566187,2398489000,44481000,461343000,266217
North Dakota,2001,1.013961,1.020071,0.566187,185659323,1003985,99066007,31922
Ohio,2001,0.870701,1.009494,0.566187,2172147806,58295676,1295401171,337379
Oklahoma,2001,0.877189,1.011231,0.566187,837480903,23878899,192938712,121111
Oregon,2001,1.119892,1.008344,0.566187,656966255,15409658,347455555,111006
Pennsylvania,2001,0.962161,1.027127,0.566187,2005365000,153570874,1691601859,288334
Rhode Island,2001,1.208925,0.965323,0.566187,169006383,3100722,130586601,25622
South Carolina,2001,0.929071,1.015291,0.566187,863809806,40330084,386376970,132404
South Dakota,2001,0.935642,0.969914,0.566187,136041582,89100,82904661,22064
Tennessee,2001,0.868157,0.996218,0.566187,1045546400,25507600,415345000,159838
Texas,2001,0.908329,0.999183,0.566187,4697588163,7756329,1914899853,667534
Utah,2001,0.972805,1.019268,0.566187,554027666,5032700,179486324,91953
Vermont,2001,1.139689,0.973758,0.566187,66777192,5385379,148062996,15914
Virginia,2001,0.962968,1.023269,0.566187,1629776000,74519170,671445468,236014
Washington,2001,1.080378,0.990187,0.566187,1314500000,92807000,358705000,204663
West Virginia,2001,0.898378,1.024591,0.566187,409438327,15225000,162498647,62902
Wisconsin,2001,0.943718,1.001632,0.566187,1170100000,48927300,476537300,196523
Wyoming,2001,0.990707,0.956238,0.566187,150332680,11864013,41378670,20198
U.S.,2001,1.000000,1.000000,0.566187,62052297931,2843036616,22896313374,8709255
Alabama,2000,0.874817,1.020407,0.544699,1100327594,,524911621,166806
Alaska,2000,1.240049,0.972260,0.544699,179764978,,41693640,15968
Arizona,2000,0.962463,1.016214,0.544699,868451000,,426791600,180669
Arkansas,2000,0.852109,1.004731,0.544699,606628341,,138704833,86263
California,2000,1.271378,0.974561,0.544699,7956037000,,1083962000,1228982
Colorado,2000,1.044599,1.024068,0.544699,682822105,,494791409,141727
Connecticut,2000,1.194171,1.001642,0.544699,694849729,,237619156,58885
Delaware,2000,1.033892,1.040890,0.544699,174400000,,206100000,28960
Florida,2000,0.952375,1.019976,0.544699,2672393298,,741286997,404417
Georgia,2000,0.877999,1.009819,0.544699,1912728263,,303245882,172909
Hawaii,2000,1.412833,1.019532,0.544699,341986000,,66235000,32484
Idaho,2000,0.936217,0.976970,0.544699,291000000,,65513475,38853
Illinois,2000,0.940432,0.987444,0.544699,2573964000,,581043168,324174
Indiana,2000,0.898821,1.007056,0.544699,1226677000,,701195000,187551
Iowa,2000,0.919148,1.017111,0.544699,824062403,,357424223,103390
Kansas,2000,0.922519,1.001955,0.544699,650059000,,246367680,99430
Kentucky,2000,0.867281,1.004377,0.544699,925506000,,329832500,113568
Louisiana,2000,0.914179,1.000753,0.544699,986304352,,262570700,170175
Maine,2000,1.099617,1.026167,0.544699,206100000,,117486524,28910
Maryland,2000,1.191517,0.990881,0.544699,1048524466,,690238915,167438
Massachusetts,2000,1.250533,0.987311,0.544699,1009800000,,416900000,118949
Michigan,2000,0.859225,1.008582,0.544699,2084800000,,1310622910,327342
Minnesota,2000,0.964954,0.989603,0.544699,1288500000,,418317000,161383
Mississippi,2000,0.831364,1.008723,0.544699,825175000,,205614869,100634
Missouri,2000,0.850668,0.985412,0.544699,960373199,,374551697,154631
Montana,2000,0.976729,1.059349,0.544699,138132534,,98670183,33578
Nebraska,2000,0.947714,1.001357,0.544699,467500000,,157906149,64860
Nevada,2000,1.056863,1.038213,0.544699,306211000,,84651495,46809
New Hampshire,2000,1.137034,1.039625,0.544699,100700000,,179200000,28862
New Jersey,2000,1.144609,0.989993,0.544699,1541663000,,672556561,171563
New Mexico,2000,0.941450,0.988873,0.544699,519722817,,52805731,67277
New York,2000,1.056591,0.989115,0.544699,3731719023,,1252864670,422431
North Carolina,2000,0.895671,0.984330,0.544699,2270323000,,431058000,261971
North Dakota,2000,1.013961,1.020071,0.544699,184662551,,70332772,30259
Ohio,2000,0.870701,1.009494,0.544699,2054083636,,1260368251,332947
Oklahoma,2000,0.877189,1.011231,0.544699,764718974,,94192579,119115
Oregon,2000,1.119892,1.008344,0.544699,508427182,,368195552,105870
Pennsylvania,2000,0.962161,1.027127,0.544699,1876807000,,1548031181,280594
Rhode Island,2000,1.208925,0.965323,0.544699,152100000,,122700000,25402
South Carolina,2000,0.929071,1.015291,0.544699,803846644,,328766405,127337
South Dakota,2000,0.935642,0.969914,0.544699,131830956,,79166574,22056
Tennessee,2000,0.868157,0.996218,0.544699,984857800,,442334100,160751
Texas,2000,0.908329,0.999183,0.544699,4634512716,,1733927909,654039
Utah,2000,0.972805,1.019268,0.544699,518019141,,165067861,87640
Vermont,2000,1.139689,0.973758,0.544699,62502852,,136764530,15571
Virginia,2000,0.962968,1.023269,0.544699,1480258000,,652771059,233263
Washington,2000,1.080378,0.990187,0.544699,1238035000,,349343400,198984
West Virginia,2000,0.898378,1.024591,0.544699,382234809,,159937078,62959
Wisconsin,2000,0.943718,1.001632,0.544699,1074000000,,540800000,191528
Wyoming,2000,0.990707,0.956238,0.544699,185850840,,52526275,20419
U.S.,2000,1.000000,1.000000,0.544699,58203953203,,21377959114,8380583
Alabama,1999,0.874817,1.020407,0.524538,1042900000,,505665103,172926
Alaska,1999,1.240049,0.972260,0.524538,168900000,,45408070,16214
Arizona,1999,0.962463,1.016214,0.524538,795700000,,402652600,176648
Arkansas,1999,0.852109,1.004731,0.524538,548420925,,201100000,80603
California,1999,1.271378,0.974561,0.524538,7321200000,,1417358000,1194874
Colorado,1999,1.044599,1.024068,0.524538,644800000,,485100000,139730
Connecticut,1999,1.194171,1.001642,0.524538,605000000,,226500000,56661
Delaware,1999,1.033892,1.040890,0.524538,167700000,,188400000,29654
Florida,1999,0.952375,1.019976,0.524538,2362400000,,718791798,395610
Georgia,1999,0.877999,1.009819,0.524538,1558400000,,394977127,173871
Hawaii,1999,1.412833,1.019532,0.524538,322258000,,62000000,32625
Idaho,1999,0.936217,0.976970,0.524538,278000000,,62128075,37937
Illinois,1999,0.940432,0.987444,0.524538,2180000000,,548920274,342542
Indiana,1999,0.898821,1.007056,0.524538,1102200000,,648900000,183359
Iowa,1999,0.919148,1.017111,0.524538,784986727,,339493408,101566
Kansas,1999,0.922519,1.001955,0.524538,594200000,,243000000,105020
Kentucky,1999,0.867281,1.004377,0.524538,880600000,,294880500,114359
Louisiana,1999,0.914179,1.000753,0.524538,952118625,,354000000,169864
Maine,1999,1.099617,1.026167,0.524538,192214809,,105086115,27640
Maryland,1999,1.191517,0.990881,0.524538,901500000,,656015169,164225
Massachusetts,1999,1.250533,0.987311,0.524538,922800000,,401500000,117299
Michigan,1999,0.859225,1.008582,0.524538,1802000000,,1452800000,325134
Minnesota,1999,0.964954,0.989603,0.524538,1267900000,,392040000,154175
Mississippi,1999,0.831364,1.008723,0.524538,716326000,,194900000,103507
Missouri,1999,0.850668,0.985412,0.524538,891200000,,350190981,151121
Montana,1999,0.976729,1.059349,0.524538,130500000,,96061145,33545
Nebraska,1999,0.947714,1.001357,0.524538,442000000,,149092982,64583
Nevada,1999,1.056863,1.038213,0.524538,290629329,,75521737,44199
New Hampshire,1999,1.137034,1.039625,0.524538,92000000,,178000000,27018
New Jersey,1999,1.144609,0.989993,0.524538,1454112000,,623874995,169192
New Mexico,1999,0.941450,0.988873,0.524538,508700000,,42389714,72092
New York,1999,1.056591,0.989115,0.524538,4117605970,,1261501500,444092
North Carolina,1999,0.895671,0.984330,0.524538,2073000000,,392000000,254045
North Dakota,1999,1.013961,1.020071,0.524538,175400000,,66800000,29673
Ohio,1999,0.870701,1.009494,0.524538,1932087500,,1204394252,328875
Oklahoma,1999,0.877189,1.011231,0.524538,770600000,,107800000,120495
Oregon,1999,1.119892,1.008344,0.524538,510100000,,270200000,103875
Pennsylvania,1999,0.962161,1.027127,0.524538,1591700000,,1478300000,280175
Rhode Island,1999,1.208925,0.965323,0.524538,138100000,,111200000,24785
South Carolina,1999,0.929071,1.015291,0.524538,754700000,,303486575,130936
South Dakota,1999,0.935642,0.969914,0.524538,114100000,,70280013,20476
Tennessee,1999,0.868157,0.996218,0.524538,956700000,,432792800,159909
Texas,1999,0.908329,0.999183,0.524538,3961800000,,1339000000,644760
Utah,1999,0.972805,1.019268,0.524538,488600000,,160457152,85196
Vermont,1999,1.139689,0.973758,0.524538,45469161,,141757431,16049
Virginia,1999,0.962968,1.023269,0.524538,1296078000,,699271209,229909
Washington,1999,1.080378,0.990187,0.524538,1128300000,,384600000,199809
West Virginia,1999,0.898378,1.024591,0.524538,329700000,,176800000,62337
Wisconsin,1999,0.943718,1.001632,0.524538,1032600000,,502300000,188790
Wyoming,1999,0.990707,0.956238,0.524538,177835396,,50565003,23548
U.S.,1999,1.000000,1.000000,0.524538,53516142442,,21010253728,8325527
Alabama,1998,0.874817,1.020407,0.510892,979000000,,470000000,180335
Alaska,1998,1.240049,0.972260,0.510892,167500000,,46183076,16840
Arizona,1998,0.962463,1.016214,0.510892,738000000,,383000000,170930
Arkansas,1998,0.852109,1.004731,0.510892,510000000,,189600000,78940
California,1998,1.271378,0.974561,0.510892,7171900000,,1360100000,1157374
Colorado,1998,1.044599,1.024068,0.510892,617600000,,462700000,137682
Connecticut,1998,1.194171,1.001642,0.510892,565600000,,216300000,55727
Delaware,1998,1.033892,1.040890,0.510892,146900000,,186800000,27401
Florida,1998,0.952375,1.019976,0.510892,2268300000,,575200000,403535
Georgia,1998,0.877999,1.009819,0.510892,1754700000,,449100000,222203
Hawaii,1998,1.412833,1.019532,0.510892,351630000,,59100000,29993
Idaho,1998,0.936217,0.976970,0.510892,247600000,,55563025,37252
Illinois,1998,0.940432,0.987444,0.510892,2037200000,,525400000,341197
Indiana,1998,0.898821,1.007056,0.510892,1044900000,,616000000,178920
Iowa,1998,0.919148,1.017111,0.510892,704687593,,323859838,96706
Kansas,1998,0.922519,1.001955,0.510892,560600000,,234500000,100435
Kentucky,1998,0.867281,1.004377,0.510892,760000000,,267200000,113583
Louisiana,1998,0.914179,1.000753,0.510892,726000000,,340300000,137610
Maine,1998,1.099617,1.026167,0.510892,179655182,,104546500,26913
Maryland,1998,1.191517,0.990881,0.510892,839600000,,511400000,161140
Massachusetts,1998,1.250533,0.987311,0.510892,858800000,,373600000,114154
Michigan,1998,0.859225,1.008582,0.510892,1749000000,,1422000000,320533
Minnesota,1998,0.964954,0.989603,0.510892,1166600000,,385100000,156973
Mississippi,1998,0.831364,1.008723,0.510892,659002000,,180400000,99503
Missouri,1998,0.850668,0.985412,0.510892,816300000,,344000000,148155
Montana,1998,0.976729,1.059349,0.510892,127000000,,92400000,33431
Nebraska,1998,0.947714,1.001357,0.510892,415400000,,139176197,64441
Nevada,1998,1.056863,1.038213,0.510892,292527450,,67944182,42013
New Hampshire,1998,1.137034,1.039625,0.510892,89000000,,175000000,27027
New Jersey,1998,1.144609,0.989993,0.510892,1386422000,,611143100,166289
New Mexico,1998,0.941450,0.988873,0.510892,416600000,,43100549,67591
New York,1998,1.056591,0.989115,0.510892,2393800000,,1124800000,436396
North Carolina,1998,0.895671,0.984330,0.510892,1948600000,,375100000,241175
North Dakota,1998,1.013961,1.020071,0.510892,174000000,,63600000,29759
Ohio,1998,0.870701,1.009494,0.510892,1862592400,,1207603996,322011
Oklahoma,1998,0.877189,1.011231,0.510892,739000000,,116000000,118153
Oregon,1998,1.119892,1.008344,0.510892,491500000,,273000000,102238
Pennsylvania,1998,0.962161,1.027127,0.510892,1474500000,,1402800000,277287
Rhode Island,1998,1.208925,0.965323,0.510892,129200000,,111200000,24730
South Carolina,1998,0.929071,1.015291,0.510892,722300000,,421600000,127873
South Dakota,1998,0.935642,0.969914,0.510892,108500000,,70000000,20564
Tennessee,1998,0.868157,0.996218,0.510892,896300000,,355100000,158340
Texas,1998,0.908329,0.999183,0.510892,3982800000,,1366100000,631994
Utah,1998,0.972805,1.019268,0.510892,470800000,,158867152,84598
Vermont,1998,1.139689,0.973758,0.510892,43543544,,138093725,15324
Virginia,1998,0.962968,1.023269,0.510892,1100500000,,688100000,223817
Washington,1998,1.080378,0.990187,0.510892,1093900000,,341500000,195074
West Virginia,1998,0.898378,1.024591,0.510892,316400000,,164100000,62026
Wisconsin,1998,0.943718,1.001632,0.510892,993800000,,473600000,184019
Wyoming,1998,0.990707,0.956238,0.510892,183533312,,45900000,21077
U.S.,1998,1.000000,1.000000,0.510892,49473593481,,20107781340,8191281
Alabama,1997,0.874817,1.020407,0.496675,969000000,,439000000,180996
Alaska,1997,1.240049,0.972260,0.496675,170300000,,38800000,17216
Arizona,1997,0.962463,1.016214,0.496675,694000000,,363000000,164930
Arkansas,1997,0.852109,1.004731,0.496675,482000000,,171100000,75019
California,1997,1.271378,0.974561,0.496675,5934700000,,1318600000,1143849
Colorado,1997,1.044599,1.024068,0.496675,585000000,,444900000,136086
Connecticut,1997,1.194171,1.001642,0.496675,528800000,,214100000,56659
Delaware,1997,1.033892,1.040890,0.496675,158300000,,176200000,27225
Florida,1997,0.952375,1.019976,0.496675,2109700000,,518100000,402441
Georgia,1997,0.877999,1.009819,0.496675,1644300000,,417100000,217236
Hawaii,1997,1.412833,1.019532,0.496675,351127000,,51100000,30633
Idaho,1997,0.936217,0.976970,0.496675,240800000,,48188000,37183
Illinois,1997,0.940432,0.987444,0.496675,1918400000,,500000000,338802
Indiana,1997,0.898821,1.007056,0.496675,990600000,,584800000,174731
Iowa,1997,0.919148,1.017111,0.496675,670600000,,298700000,95023
Kansas,1997,0.922519,1.001955,0.496675,525500000,,224700000,100292
Kentucky,1997,0.867281,1.004377,0.496675,699500000,,259800000,114390
Louisiana,1997,0.914179,1.000753,0.496675,645900000,,330600000,136135
Maine,1997,1.099617,1.026167,0.496675,175200000,,100700000,27154
Maryland,1997,1.191517,0.990881,0.496675,807100000,,470100000,157929
Massachusetts,1997,1.250533,0.987311,0.496675,799200000,,317300000,114327
Michigan,1997,0.859225,1.008582,0.496675,1696500000,,1372500000,311327
Minnesota,1997,0.964954,0.989603,0.496675,1079600000,,369800000,156851
Mississippi,1997,0.831364,1.008723,0.496675,603400000,,170100000,96350
Missouri,1997,0.850668,0.985412,0.496675,749200000,,338000000,146221
Montana,1997,0.976729,1.059349,0.496675,125700000,,84300000,33105
Nebraska,1997,0.947714,1.001357,0.496675,401800000,,120600000,64423
Nevada,1997,1.056863,1.038213,0.496675,237600000,,61000000,39601
New Hampshire,1997,1.137034,1.039625,0.496675,89000000,,169000000,27863
New Jersey,1997,1.144609,0.989993,0.496675,1348217000,,579324400,164684
New Mexico,1997,0.941450,0.988873,0.496675,418200000,,46274803,62808
New York,1997,1.056591,0.989115,0.496675,2350000000,,1129100000,425953
North Carolina,1997,0.895671,0.984330,0.496675,1788100000,,385900000,239115
North Dakota,1997,1.013961,1.020071,0.496675,154300000,,64000000,30917
Ohio,1997,0.870701,1.009494,0.496675,1770184400,,1172454545,322933
Oklahoma,1997,0.877189,1.011231,0.496675,731000000,,109000000,117625
Oregon,1997,1.119892,1.008344,0.496675,477000000,,267700000,99039
Pennsylvania,1997,0.962161,1.027127,0.496675,1407500000,,1326000000,272803
Rhode Island,1997,1.208925,0.965323,0.496675,123700000,,108700000,24774
South Carolina,1997,0.929071,1.015291,0.496675,687900000,,387600000,125382
South Dakota,1997,0.935642,0.969914,0.496675,108800000,,63800000,21375
Tennessee,1997,0.868157,0.996218,0.496675,902000000,,327100000,155466
Texas,1997,0.908329,0.999183,0.496675,3664000000,,1337300000,628214
