State,FY,COLI,EMI,HECA,StateSupport,FinancialAid,NetTuition,NetFTEStudents
Alabama,2023,0.874817,1.020407,1.000000,3051174272,52193432,2654152324,197404
Alaska,2023,1.240049,0.972260,1.000000,319785930,11773886,74825126,12075
Arizona,2023,0.962463,1.016214,1.000000,1397700100,56128900,2914251800,304993
Arkansas,2023,0.852109,1.004731,1.000000,1080876566,95854500,712793385,103606
California,2023,1.271378,0.974561,1.000000,20472263422,2010622365,5211213696,1547861
Colorado,2023,1.044599,1.024068,1.000000,1314736643,251604790,2282026386,175969
Connecticut,2023,1.194171,1.001642,1.000000,1936307295,35313224,968587432,73309
Delaware,2023,1.033892,1.040890,1.000000,275699544,19346720,751967688,36134
Florida,2023,0.952375,1.019976,1.000000,6146368404,853083569,1341285177,560982
Georgia,2023,0.877999,1.009819,1.000000,4949007413,785463573,1640331589,348477
Hawaii,2023,1.412833,1.019532,1.000000,901687772,6799695,222520873,31880
Idaho,2023,0.936217,0.976970,1.000000,659311439,18370219,442291265,54261
Illinois,2023,0.940432,0.987444,1.000000,5390687590,348173109,2300940026,278539
Indiana,2023,0.898821,1.007056,1.000000,1915994324,235294125,2537037540,238175
Iowa,2023,0.919148,1.017111,1.000000,885596303,36353070,1218062595,115113
Kansas,2023,0.922519,1.001955,1.000000,1008945356,42381005,807264693,118924
Kentucky,2023,0.867281,1.004377,1.000000,1484046289,256721500,1116757998,135356
Louisiana,2023,0.914179,1.000753,1.000000,1478999745,312876020,877857985,159036
Maine,2023,1.099617,1.026167,1.000000,390424176,40597715,223074959,32293
Maryland,2023,1.191517,0.990881,1.000000,2951409255,103627941,2047171150,215977
Massachusetts,2023,1.250533,0.987311,1.000000,2186641057,130015218,967806602,139082
Michigan,2023,0.859225,1.008582,1.000000,2492867300,60064217,4683354683,324705
Minnesota,2023,0.964954,0.989603,1.000000,1762275777,139661043,1615322490,159023
Mississippi,2023,0.831364,1.008723,1.000000,1148448687,44918604,864306920,117296
Missouri,2023,0.850668,0.985412,1.000000,1232756172,137536962,1062373716,143401
Montana,2023,0.976729,1.059349,1.000000,285811303,1552940,275599991,33811
Nebraska,2023,0.947714,1.001357,1.000000,901587028,22333293,475437628,71228
Nevada,2023,1.056863,1.038213,1.000000,792496714,104828235,241824600,73956
New Hampshire,2023,1.137034,1.039625,1.000000,157220748,7833830,353352626,30009
New Jersey,2023,1.144609,0.989993,1.000000,2853751000,417508439,2106094509,242280
New Mexico,2023,0.941450,0.988873,1.000000,1493456440,234404444,231107117,73111
New York,2023,1.056591,0.989115,1.000000,6291499786,571363688,3007425449,445675
North Carolina,2023,0.895671,0.984330,1.000000,5247500531,195369961,1840436469,393774
North Dakota,2023,1.013961,1.020071,1.000000,391393275,18362746,343467045,32160
Ohio,2023,0.870701,1.009494,1.000000,2466603626,116888629,3192049855,349053
Oklahoma,2023,0.877189,1.011231,1.000000,993743064,104555684,1032026296,119478
Oregon,2023,1.119892,1.008344,1.000000,1154822540,122413328,1355748409,123725
Pennsylvania,2023,0.962161,1.027127,1.000000,2241041832,256784444,3246718252,291659
Rhode Island,2023,1.208925,0.965323,1.000000,230904102,14664613,332204425,28491
South Carolina,2023,0.929071,1.015291,1.000000,1499871871,361582000,1789095917,170214
South Dakota,2023,0.935642,0.969914,1.000000,319955552,6030520,271820386,30736
Tennessee,2023,0.868157,0.996218,1.000000,2803826948,528603721,1091478307,175744
Texas,2023,0.908329,0.999183,1.000000,9385138564,549753451,7297385610,1006957
Utah,2023,0.972805,1.019268,1.000000,1533006700,38653087,913823625,129100
Vermont,2023,1.139689,0.973758,1.000000,154279232,11751775,358115827,19290
Virginia,2023,0.962968,1.023269,1.000000,3033117888,385807627,2608046618,289778
Washington,2023,1.080378,0.990187,1.000000,2614648320,385991102,1442468271,201544
West Virginia,2023,0.898378,1.024591,1.000000,555216054,80784027,441263375,57662
Wisconsin,2023,0.943718,1.001632,1.000000,1784433014,113179474,1461326607,195141
Wyoming,2023,0.990707,0.956238,1.000000,362375229,26855644,85159684,20867
U.S.,2023,1.000000,1.000000,1.000000,1.16382E+11,10762632104,75331054996,10229314
D.C.,2023,1.500761,0.966775,1.000000,136580302,3512368,17277503,2894
Alabama,2022,0.874817,1.020407,0.959657,1988189302,51812833,2597825745,191445
Alaska,2022,1.240049,0.972260,0.959657,300479932,12955708,78553462,12440
Arizona,2022,0.962463,1.016214,0.959657,1161519100,33628900,2689636400,309160
Arkansas,2022,0.852109,1.004731,0.959657,1084883201,109378779,655271588,102567
California,2022,1.271378,0.974561,0.959657,19418391454,1934535604,5362446304,1582288
Colorado,2022,1.044599,1.024068,0.959657,1305120610,225457312,2213531541,175533
Connecticut,2022,1.194171,1.001642,0.959657,1683602258,27604678,1012449493,75381
Delaware,2022,1.033892,1.040890,0.959657,303191558,16800200,715082904,33946
Florida,2022,0.952375,1.019976,0.959657,5852147476,850505664,1384610187,567038
Georgia,2022,0.877999,1.009819,0.959657,4787803437,760476371,1669573936,348450
Hawaii,2022,1.412833,1.019532,0.959657,798815562,8850926,224064387,32620
Idaho,2022,0.936217,0.976970,0.959657,555442011,16809090,440507497,53976
Illinois,2022,0.940432,0.987444,0.959657,5369075182,278049447,2414471000,282677
Indiana,2022,0.898821,1.007056,0.959657,1918678893,242232291,2497309771,235412
Iowa,2022,0.919148,1.017111,0.959657,871110787,34051464,1180731033,115604
Kansas,2022,0.922519,1.001955,0.959657,914563824,40302326,799553442,119978
Kentucky,2022,0.867281,1.004377,0.959657,1271869933,199052200,1162459556,133629
Louisiana,2022,0.914179,1.000753,0.959657,1376075202,338461428,826180785,158195
Maine,2022,1.099617,1.026167,0.959657,342782980,21084506,247408878,32111
Maryland,2022,1.191517,0.990881,0.959657,2368388554,92851685,2036902126,216383
Massachusetts,2022,1.250533,0.987311,0.959657,1897268408,103255446,949563018,142397
Michigan,2022,0.859225,1.008582,0.959657,2490641800,85103244,4540409476,332067
Minnesota,2022,0.964954,0.989603,0.959657,1784707167,129809543,1610956534,162546
Mississippi,2022,0.831364,1.008723,0.959657,991568915,41356235,857939639,119101
Missouri,2022,0.850668,0.985412,0.959657,1118396833,122638110,931383201,136953
Montana,2022,0.976729,1.059349,0.959657,268781713,1552938,258426458,33685
Nebraska,2022,0.947714,1.001357,0.959657,852633426,21733768,478273418,71335
Nevada,2022,1.056863,1.038213,0.959657,773557759,104801889,236405381,74078
New Hampshire,2022,1.137034,1.039625,0.959657,156845946,5603337,361884208,30874
New Jersey,2022,1.144609,0.989993,0.959657,2637840000,386099000,2142369987,241106
New Mexico,2022,0.941450,0.988873,0.959657,1068850681,106114362,352398752,70189
New York,2022,1.056591,0.989115,0.959657,5849373397,613775254,2885059577,455844
North Carolina,2022,0.895671,0.984330,0.959657,4899516975,148562023,1847142758,390900
North Dakota,2022,1.013961,1.020071,0.959657,391868275,18532049,338550480,31822
Ohio,2022,0.870701,1.009494,0.959657,2448061074,113526568,3148053361,368517
Oklahoma,2022,0.877189,1.011231,0.959657,934310766,94591181,994251251,120966
Oregon,2022,1.119892,1.008344,0.959657,1119544581,98896702,1326464964,122910
Pennsylvania,2022,0.962161,1.027127,0.959657,1940058924,232619416,3358358608,298847
Rhode Island,2022,1.208925,0.965323,0.959657,225197387,14201887,343151612,28741
South Carolina,2022,0.929071,1.015291,0.959657,1361480043,355366965,1734803679,166231
South Dakota,2022,0.935642,0.969914,0.959657,269197314,6015571,273136238,30645
Tennessee,2022,0.868157,0.996218,0.959657,2296688870,475594448,1066870422,173240
Texas,2022,0.908329,0.999183,0.959657,9203582560,549753454,7737210746,993823
Utah,2022,0.972805,1.019268,0.959657,1351621301,37683205,906476386,128774
Vermont,2022,1.139689,0.973758,0.959657,170138133,9941215,343145730,19633
Virginia,2022,0.962968,1.023269,0.959657,2756910177,347012627,2579330723,288995
Washington,2022,1.080378,0.990187,0.959657,2413443000,385044000,1402551694,207919
West Virginia,2022,0.898378,1.024591,0.959657,562358058,80736577,464747246,58865
Wisconsin,2022,0.943718,1.001632,0.959657,1762242223,108662831,1399220773,194947
Wyoming,2022,0.990707,0.956238,0.959657,345253162,33550700,72940890,20991
U.S.,2022,1.000000,1.000000,0.959657,1.08014E+11,10127035957,75150047245,10295774
D.C.,2022,1.500761,0.966775,0.959657,136014142,4102747,14401630,2758
Alabama,2021,0.874817,1.020407,0.912964,1774630935,57787254,2556467009,194930
Alaska,2021,1.240049,0.972260,0.912964,319473162,13414016,85245867,13739
Arizona,2021,0.962463,1.016214,0.912964,1096327500,26128900,2564729800,292192
Arkansas,2021,0.852109,1.004731,0.912964,1020938332,107093170,650333862,105002
California,2021,1.271378,0.974561,0.912964,16977646647,2139668290,5310341295,1596101
Colorado,2021,1.044599,1.024068,0.912964,1158059511,204223600,2053069813,179676
Connecticut,2021,1.194171,1.001642,0.912964,1366405227,27712863,931012166,74538
Delaware,2021,1.033892,1.040890,0.912964,306652829,15687200,700687518,36409
Florida,2021,0.952375,1.019976,0.912964,5668824203,880736719,1370529150,595404
Georgia,2021,0.877999,1.009819,0.912964,3678960573,760396476,1623983258,356921
Hawaii,2021,1.412833,1.019532,0.912964,812469266,5932719,221448910,34151
Idaho,2021,0.936217,0.976970,0.912964,598142727,17921894,411545178,53699
Illinois,2021,0.940432,0.987444,0.912964,4948710959,260918081,2295967558,284130
Indiana,2021,0.898821,1.007056,0.912964,1792582538,261683795,2334674212,237621
Iowa,2021,0.919148,1.017111,0.912964,853241873,24675064,1175133173,118606
Kansas,2021,0.922519,1.001955,0.912964,949085014,14772874,861545342,123169
Kentucky,2021,0.867281,1.004377,0.912964,1215213026,189508700,1152513112,137518
Louisiana,2021,0.914179,1.000753,0.912964,1239581426,323763228,839100061,163735
Maine,2021,1.099617,1.026167,0.912964,329638334,18394710,247349171,32864
Maryland,2021,1.191517,0.990881,0.912964,2275833255,81363744,1980532496,217333
Massachusetts,2021,1.250533,0.987311,0.912964,1834628351,87209828,1016592668,145913
Michigan,2021,0.859225,1.008582,0.912964,2147566600,59016657,4558983613,343478
Minnesota,2021,0.964954,0.989603,0.912964,2223068982,127175119,1640557998,171312
Mississippi,2021,0.831364,1.008723,0.912964,1084650288,40506285,840738661,121676
Missouri,2021,0.850668,0.985412,0.912964,1186702299,107753764,1005388233,156493
Montana,2021,0.976729,1.059349,0.912964,304438253,2671274,247746023,33459
Nebraska,2021,0.947714,1.001357,0.912964,824799829,18660860,500266729,72564
Nevada,2021,1.056863,1.038213,0.912964,655319073,104801889,225260204,75873
New Hampshire,2021,1.137034,1.039625,0.912964,190136283,5168500,375677684,32348
New Jersey,2021,1.144609,0.989993,0.912964,2183165743,353191000,2115923929,254877
New Mexico,2021,0.941450,0.988873,0.912964,968849542,81548763,326031956,65855
New York,2021,1.056591,0.989115,0.912964,5736609986,628935536,2925253729,494691
North Carolina,2021,0.895671,0.984330,0.912964,4458011042,142265498,1771604290,392374
North Dakota,2021,1.013961,1.020071,0.912964,383582044,17200755,334910751,31900
Ohio,2021,0.870701,1.009494,0.912964,2685042555,103025851,3207302389,374222
Oklahoma,2021,0.877189,1.011231,0.912964,895041308,90684831,938439388,123954
Oregon,2021,1.119892,1.008344,0.912964,1025636301,85836033,1291692624,128349
Pennsylvania,2021,0.962161,1.027127,0.912964,2023765606,234627412,3493482241,313004
Rhode Island,2021,1.208925,0.965323,0.912964,229080398,15219956,342385143,30487
South Carolina,2021,0.929071,1.015291,0.912964,1404547263,348863721,1700097793,164276
South Dakota,2021,0.935642,0.969914,0.912964,271797232,6318116,257060248,31957
Tennessee,2021,0.868157,0.996218,0.912964,2332342295,477284054,1032090951,178576
Texas,2021,0.908329,0.999183,0.912964,8567061243,494986951,7446388987,1021757
Utah,2021,0.972805,1.019268,0.912964,1225747903,29930605,779457526,129312
Vermont,2021,1.139689,0.973758,0.912964,191956351,9073070,339679370,19509
Virginia,2021,0.962968,1.023269,0.912964,2494673344,281220360,2653988653,298864
Washington,2021,1.080378,0.990187,0.912964,2537098263,437860000,1255405542,214902
West Virginia,2021,0.898378,1.024591,0.912964,528096960,81254434,455616665,62038
Wisconsin,2021,0.943718,1.001632,0.912964,1717343300,113824679,1397219763,198362
Wyoming,2021,0.990707,0.956238,0.912964,505037144,34107081,62879908,20947
U.S.,2021,1.000000,1.000000,0.912964,1.01198E+11,10052006179,73904332610,10551067
D.C.,2021,1.500761,0.966775,0.912964,158755174,2902354,19754199,2711
Alabama,2020,0.874817,1.020407,0.888333,1854684792,69234994,2561414178,200991
Alaska,2020,1.240049,0.972260,0.888333,328757268,13515208,89891277,15051
Arizona,2020,0.962463,1.016214,0.888333,1040140200,26128900,2592036400,314892
Arkansas,2020,0.852109,1.004731,0.888333,1020891230,103955093,676322144,111155
California,2020,1.271378,0.974561,0.888333,15752128581,1645439360,6074665604,1605680
Colorado,2020,1.044599,1.024068,0.888333,1111926347,209397840,2119482669,188864
Connecticut,2020,1.194171,1.001642,0.888333,1267004898,28515461,1140292765,81422
Delaware,2020,1.033892,1.040890,0.888333,274382482,15675200,753348786,35571
Florida,2020,0.952375,1.019976,0.888333,5503788819,846893510,1441489044,609447
Georgia,2020,0.877999,1.009819,0.888333,3847028885,723109765,1683910984,360193
Hawaii,2020,1.412833,1.019532,0.888333,771894671,5529000,222648063,34736
Idaho,2020,0.936217,0.976970,0.888333,528187156,19297787,398865569,55155
Illinois,2020,0.940432,0.987444,0.888333,4564727839,260669014,2285535481,302722
Indiana,2020,0.898821,1.007056,0.888333,1849926952,260089516,2336566520,245224
Iowa,2020,0.919148,1.017111,0.888333,851804674,24664462,1208997051,125433
Kansas,2020,0.922519,1.001955,0.888333,853854267,14895996,884197002,129622
Kentucky,2020,0.867281,1.004377,0.888333,1178218600,191971600,1185780270,140429
Louisiana,2020,0.914179,1.000753,0.888333,1229447424,308274943,803957498,165145
Maine,2020,1.099617,1.026167,0.888333,319325863,17563179,251328219,34005
Maryland,2020,1.191517,0.990881,0.888333,2230388717,87442649,2011315407,221418
Massachusetts,2020,1.250533,0.987311,0.888333,1740971323,72689179,1104231854,157447
Michigan,2020,0.859225,1.008582,0.888333,1972087600,4994939,4724835519,357224
Minnesota,2020,0.964954,0.989603,0.888333,1794697184,132513900,1689341225,180442
Mississippi,2020,0.831364,1.008723,0.888333,962856242,40667341,846590104,127142
Missouri,2020,0.850668,0.985412,0.888333,1062255277,103215127,1033148951,163408
Montana,2020,0.976729,1.059349,0.888333,259606602,2382879,254632205,35252
Nebraska,2020,0.947714,1.001357,0.888333,784804484,17260972,499674971,73833
Nevada,2020,1.056863,1.038213,0.888333,802465835,105506147,214771056,78164
New Hampshire,2020,1.137034,1.039625,0.888333,153405176,4532672,399656890,34695
New Jersey,2020,1.144609,0.989993,0.888333,2655677711,371711000,2143859078,264467
New Mexico,2020,0.941450,0.988873,0.888333,1156831549,78033786,282933417,70090
New York,2020,1.056591,0.989115,0.888333,6139710400,740031761,3228620321,525589
North Carolina,2020,0.895671,0.984330,0.888333,4357604908,142265498,1807267513,403093
North Dakota,2020,1.013961,1.020071,0.888333,379613257,17296835,303973086,32660
Ohio,2020,0.870701,1.009494,0.888333,2288749931,105073500,3314484296,385027
Oklahoma,2020,0.877189,1.011231,0.888333,939917258,102319821,951467871,126370
Oregon,2020,1.119892,1.008344,0.888333,973782472,90593205,1320761227,137801
Pennsylvania,2020,0.962161,1.027127,0.888333,2008085234,234310969,3627761069,329025
Rhode Island,2020,1.208925,0.965323,0.888333,193316731,14925194,314406550,32220
South Carolina,2020,0.929071,1.015291,0.888333,1257229306,364453075,1709798721,168719
South Dakota,2020,0.935642,0.969914,0.888333,273693662,6335769,262839364,31962
Tennessee,2020,0.868157,0.996218,0.888333,2197133100,434886060,1109264126,184954
Texas,2020,0.908329,0.999183,0.888333,8481434268,495056951,7287176216,1062059
Utah,2020,0.972805,1.019268,0.888333,1226462000,29820914,829709060,127833
Vermont,2020,1.139689,0.973758,0.888333,113246382,9596752,363037558,20562
Virginia,2020,0.962968,1.023269,0.888333,2524213585,272673568,2624673047,301730
Washington,2020,1.080378,0.990187,0.888333,2225826000,343255497,1414866717,228720
West Virginia,2020,0.898378,1.024591,0.888333,532421193,82111427,475635697,65445
Wisconsin,2020,0.943718,1.001632,0.888333,1587273503,116260367,1374000343,206545
Wyoming,2020,0.990707,0.956238,0.888333,383599482,27298876,74193703,21653
U.S.,2020,1.000000,1.000000,0.888333,97807481320,9434337458,76309656686,10911286
D.C.,2020,1.500761,0.966775,0.888333,116560300,4476243,22191633,3176
Alabama,2019,0.874817,1.020407,0.872327,1631237756,76996253,2478097494,202773
Alaska,2019,1.240049,0.972260,0.872327,352493923,15068068,95133785,16721
Arizona,2019,0.962463,1.016214,0.872327,905535400,11116700,2499110000,292856
Arkansas,2019,0.852109,1.004731,0.872327,996489943,98959143,674418400,113245
California,2019,1.271378,0.974561,0.872327,15435163945,1555152491,6029863331,1607143
Colorado,2019,1.044599,1.024068,0.872327,1000814344,187666666,2059136789,183744
Connecticut,2019,1.194171,1.001642,0.872327,1203274806,28229831,1095547027,83793
Delaware,2019,1.033892,1.040890,0.872327,247384870,15608200,713230253,36410
Florida,2019,0.952375,1.019976,0.872327,5376596509,772595753,1547900336,608942
Georgia,2019,0.877999,1.009819,0.872327,3673135156,671886405,1630492845,356348
Hawaii,2019,1.412833,1.019532,0.872327,778347851,5527500,226637321,35254
Idaho,2019,0.936217,0.976970,0.872327,506520681,16519816,357973682,54421
Illinois,2019,0.940432,0.987444,0.872327,4255256541,229956988,2347816845,306967
Indiana,2019,0.898821,1.007056,0.872327,1849459088,266843503,2291011074,246300
Iowa,2019,0.919148,1.017111,0.872327,815470080,10426146,1236435513,129387
Kansas,2019,0.922519,1.001955,0.872327,806027217,14852880,891584667,132253
Kentucky,2019,0.867281,1.004377,0.872327,1156701400,175192400,1172971938,142003
Louisiana,2019,0.914179,1.000753,0.872327,1177144207,302512743,822724911,163932
Maine,2019,1.099617,1.026167,0.872327,308450738,18851873,247732855,33947
Maryland,2019,1.191517,0.990881,0.872327,2068804092,91916398,2007400854,229243
Massachusetts,2019,1.250533,0.987311,0.872327,1664231299,71096355,1077525136,160327
Michigan,2019,0.859225,1.008582,0.872327,1954421700,6493180,4621203820,366318
Minnesota,2019,0.964954,0.989603,0.872327,1631620890,133875200,1659365495,184367
Mississippi,2019,0.831364,1.008723,0.872327,910906619,37512485,843449748,129499
Missouri,2019,0.850668,0.985412,0.872327,998983910,100753900,1099357756,182499
Montana,2019,0.976729,1.059349,0.872327,244579818,1554103,261205134,36375
Nebraska,2019,0.947714,1.001357,0.872327,762533014,16072275,494025847,75940
Nevada,2019,1.056863,1.038213,0.872327,743977813,102984691,206541269,76424
New Hampshire,2019,1.137034,1.039625,0.872327,133314642,4529444,413647893,36353
New Jersey,2019,1.144609,0.989993,0.872327,2273200000,337900000,2159171680,265086
New Mexico,2019,0.941450,0.988873,0.872327,922458558,73913412,216692915,79980
New York,2019,1.056591,0.989115,0.872327,6114537039,758560602,3239313034,537979
North Carolina,2019,0.895671,0.984330,0.872327,4317975609,142265498,1844842862,393922
North Dakota,2019,1.013961,1.020071,0.872327,358491256,15378568,301382893,33781
Ohio,2019,0.870701,1.009494,0.872327,2297931327,93075855,3175041731,386451
Oklahoma,2019,0.877189,1.011231,0.872327,908516745,103305977,906560487,128845
Oregon,2019,1.119892,1.008344,0.872327,894489883,86746694,1278445882,144290
Pennsylvania,2019,0.962161,1.027127,0.872327,1760283703,204974369,3649712102,331664
Rhode Island,2019,1.208925,0.965323,0.872327,197034373,13638442,294346630,31978
South Carolina,2019,0.929071,1.015291,0.872327,1137336753,338060596,1693485781,166740
South Dakota,2019,0.935642,0.969914,0.872327,243284466,6294137,268575664,32816
Tennessee,2019,0.868157,0.996218,0.872327,2036136587,413845343,1107447421,184418
Texas,2019,0.908329,0.999183,0.872327,7789549519,452936109,6984929888,1049033
Utah,2019,0.972805,1.019268,0.872327,1113971200,27388057,797237115,128102
Vermont,2019,1.139689,0.973758,0.872327,92436355,9918623,365317927,20458
Virginia,2019,0.962968,1.023269,0.872327,2121187648,244756535,2595650993,302019
Washington,2019,1.080378,0.990187,0.872327,2037559000,299637141,1359918859,235981
West Virginia,2019,0.898378,1.024591,0.872327,491888995,81531336,485154263,66577
Wisconsin,2019,0.943718,1.001632,0.872327,1573280133,117945114,1356972814,209654
Wyoming,2019,0.990707,0.956238,0.872327,399063271,28544162,79445480,22194
U.S.,2019,1.000000,1.000000,0.872327,92669490672,8891367960,75261188439,10975752
D.C.,2019,1.500761,0.966775,0.872327,99066770,5812412,30330175,3518
Alabama,2018,0.874817,1.020407,0.852762,1591575021,104514199,2494598844,202506
Alaska,2018,1.240049,0.972260,0.852762,344044814,15960191,96863088,17555
Arizona,2018,0.962463,1.016214,0.852762,875132900,11116700,2396663500,290816
Arkansas,2018,0.852109,1.004731,0.852762,982187681,101404894,663851140,114872
California,2018,1.271378,0.974561,0.852762,14356328555,1514169048,6344958335,1606728
Colorado,2018,1.044599,1.024068,0.852762,900535300,145488156,2005667093,183875
Connecticut,2018,1.194171,1.001642,0.852762,1228902876,30324331,1087564847,86008
Delaware,2018,1.033892,1.040890,0.852762,237069500,14086100,683250735,36073
Florida,2018,0.952375,1.019976,0.852762,5052883333,622917098,1702415438,602623
Georgia,2018,0.877999,1.009819,0.852762,3488577527,624596699,1654826999,351519
Hawaii,2018,1.412833,1.019532,0.852762,716718368,4829000,229059656,36030
Idaho,2018,0.936217,0.976970,0.852762,481074380,12400231,369157678,53570
Illinois,2018,0.940432,0.987444,0.852762,4141202973,231872429,2382295361,314565
Indiana,2018,0.898821,1.007056,0.852762,1773727687,272095653,2248757808,247678
Iowa,2018,0.919148,1.017111,0.852762,804642010,7691039,1232001661,131609
Kansas,2018,0.922519,1.001955,0.852762,772091220,11428997,865619315,133815
Kentucky,2018,0.867281,1.004377,0.852762,1166497800,171379500,1187427151,144509
Louisiana,2018,0.914179,1.000753,0.852762,1159690661,292715977,787290926,161670
Maine,2018,1.099617,1.026167,0.852762,303435296,18063298,242888682,33945
Maryland,2018,1.191517,0.990881,0.852762,1985283870,88112103,1970421164,231761
Massachusetts,2018,1.250533,0.987311,0.852762,1618897918,62647119,1198792335,163673
Michigan,2018,0.859225,1.008582,0.852762,1917024500,9592200,4589404908,372155
Minnesota,2018,0.964954,0.989603,0.852762,1653249000,125036905,1665500120,187705
Mississippi,2018,0.831364,1.008723,0.852762,906049298,33472704,818640593,130279
Missouri,2018,0.850668,0.985412,0.852762,988536584,98858973,1035531639,186862
Montana,2018,0.976729,1.059349,0.852762,241493606,1551748,257907328,37374
Nebraska,2018,0.947714,1.001357,0.852762,745710158,15210100,487724643,76792
Nevada,2018,1.056863,1.038213,0.852762,718283374,96262369,307243293,76109
New Hampshire,2018,1.137034,1.039625,0.852762,131628243,3692566,418546343,37643
New Jersey,2018,1.144609,0.989993,0.852762,2279025000,310866000,2783573241,267251
New Mexico,2018,0.941450,0.988873,0.852762,875691659,63381859,295019930,83747
New York,2018,1.056591,0.989115,0.852762,5960109037,751857089,3182916184,547033
North Carolina,2018,0.895671,0.984330,0.852762,4089302572,142265498,1853853257,392138
North Dakota,2018,1.013961,1.020071,0.852762,358491256,15539761,301991284,34969
Ohio,2018,0.870701,1.009494,0.852762,2300904761,87117963,3418060750,387109
Oklahoma,2018,0.877189,1.011231,0.852762,898526487,103413807,853920705,131083
Oregon,2018,1.119892,1.008344,0.852762,844446531,77931891,1304684751,148139
Pennsylvania,2018,0.962161,1.027127,0.852762,1713363000,196789648,3757198756,346930
Rhode Island,2018,1.208925,0.965323,0.852762,199553587,8708003,311670799,32270
South Carolina,2018,0.929071,1.015291,0.852762,1097979545,281590739,1771564133,164402
South Dakota,2018,0.935642,0.969914,0.852762,234058232,6150080,250723466,32899
Tennessee,2018,0.868157,0.996218,0.852762,1905231769,377590685,1129031389,182845
Texas,2018,0.908329,0.999183,0.852762,7776552109,455713062,6798974014,1044376
Utah,2018,0.972805,1.019268,0.852762,1029936100,21263600,778430045,125550
Vermont,2018,1.139689,0.973758,0.852762,92532338,9642555,356101762,20583
Virginia,2018,0.962968,1.023269,0.852762,2013572522,226248062,2520397702,303300
Washington,2018,1.080378,0.990187,0.852762,1906810000,280344000,1374175981,237289
West Virginia,2018,0.898378,1.024591,0.852762,471410031,82753646,509963321,68746
Wisconsin,2018,0.943718,1.001632,0.852762,1509157200,115308043,1335301970,211610
Wyoming,2018,0.990707,0.956238,0.852762,373759707,28707475,75379286,22699
U.S.,2018,1.000000,1.000000,0.852762,89212887896,8384673793,76387803349,11035287
D.C.,2018,1.500761,0.966775,0.852762,89476352,5649921,32253974,3568
Alabama,2017,0.874817,1.020407,0.833142,1567340609,82404787,2315601640,198619
Alaska,2017,1.240049,0.972260,0.833142,352657901,16036829,97151888,18492
Arizona,2017,0.962463,1.016214,0.833142,860387300,11116700,2328921800,286335
Arkansas,2017,0.852109,1.004731,0.833142,974615738,99632874,644664818,116382
California,2017,1.271378,0.974561,0.833142,13288643713,1482298807,5878319317,1590692
Colorado,2017,1.044599,1.024068,0.833142,874725598,142076202,1860752163,182212
Connecticut,2017,1.194171,1.001642,0.833142,1252648592,29836484,1052572485,90404
Delaware,2017,1.033892,1.040890,0.833142,234722700,14086100,632084404,35554
Florida,2017,0.952375,1.019976,0.833142,4552475446,336070931,1953472168,597279
Georgia,2017,0.877999,1.009819,0.833142,3238163528,589567672,1656434132,348606
Hawaii,2017,1.412833,1.019532,0.833142,667478019,3284989,236930173,36827
Idaho,2017,0.936217,0.976970,0.833142,460623492,10828695,373865879,53116
Illinois,2017,0.940432,0.987444,0.833142,4608776759,190205801,2402174480,327545
Indiana,2017,0.898821,1.007056,0.833142,1745379182,241115947,2235988798,248664
Iowa,2017,0.919148,1.017111,0.833142,829402839,7645096,1186507395,132505
Kansas,2017,0.922519,1.001955,0.833142,769175109,10984475,868449701,134716
Kentucky,2017,0.867281,1.004377,0.833142,1152881400,158788400,1187450626,147168
Louisiana,2017,0.914179,1.000753,0.833142,1083387063,220358855,816145677,160057
Maine,2017,1.099617,1.026167,0.833142,302209455,19350945,236151751,34287
Maryland,2017,1.191517,0.990881,0.833142,1963481407,87794789,1907029797,232963
Massachusetts,2017,1.250533,0.987311,0.833142,1544319564,60858808,1112534584,165736
Michigan,2017,0.859225,1.008582,0.833142,1877039600,5321328,4463566427,378402
Minnesota,2017,0.964954,0.989603,0.833142,1543313000,120117700,1638274845,189951
Mississippi,2017,0.831364,1.008723,0.833142,1020276906,34178613,784895485,130623
Missouri,2017,0.850668,0.985412,0.833142,1011797327,102390383,1010249623,195255
Montana,2017,0.976729,1.059349,0.833142,249254902,2319020,252541020,38078
Nebraska,2017,0.947714,1.001357,0.833142,753553849,14915176,467161333,76899
Nevada,2017,1.056863,1.038213,0.833142,658623991,87665771,299896975,74913
New Hampshire,2017,1.137034,1.039625,0.833142,127683445,2483386,417914977,38156
New Jersey,2017,1.144609,0.989993,0.833142,2287839927,296867927,2836867677,268944
New Mexico,2017,0.941450,0.988873,0.833142,918359390,86454390,225272356,89020
New York,2017,1.056591,0.989115,0.833142,5735129034,668216000,3338559762,549948
North Carolina,2017,0.895671,0.984330,0.833142,3987770834,142265498,1805779020,389604
North Dakota,2017,1.013961,1.020071,0.833142,419650340,15738927,296601267,35743
Ohio,2017,0.870701,1.009494,0.833142,2303647976,78394818,3110142112,390840
Oklahoma,2017,0.877189,1.011231,0.833142,931004515,99168140,811893616,133682
Oregon,2017,1.119892,1.008344,0.833142,816745525,78392114,1258257418,150305
Pennsylvania,2017,0.962161,1.027127,0.833142,1693108000,209895723,3687407567,350919
Rhode Island,2017,1.208925,0.965323,0.833142,188739813,7717813,281878220,31569
South Carolina,2017,0.929071,1.015291,0.833142,1094964380,269576159,1563862646,167414
