opeid5_new,ftfac,ptfac,totfteiarep,tuition,statea,eg
2375,117,95,3697,13243048.40301433,15187560.30656934,29194834.83177886
2375,114,92,3623,12844447.70856988,13694019.99161936,27392888.14010543
2375,111,110,3712,13277962.33245472,14076133.55271695,28482008.77237091
2377,520,135,13826,55827350.89922952,52516108.01211476,82379799.62815964
2377,517,167,13615,59122861.18180589,54887607.574412,97070423.15801567
2377,543,175,13842,64554886.70390645,54854633.3077183,103387904.7239794
2377,560,206,14149,68093801.38523924,60546573.6378751,110608299.2985266
2377,552,234,14319,71655992.01953231,62466839.75709651,120733338.8362395
2377,553,223,14835,65883555.68538794,57114340.40761016,133178215.0189916
2377,537,227,14713,69329366.5548797,56711860.38767234,131435428.0410922
2377,488,272,13702,65209522.88091376,51581452.4226818,119525898.776426
2377,446,320,12823,62275782.97654771,52731672.43146796,123771820.5289267
2388,399,99,9037,52605066.76466613,37558906.93266761,61003153.76131217
2388,407,86,9189,61835818.97403014,37003123.72788253,60391985.42645816
2388,421,97,9151,66884568.10721647,36502996.23611956,65825862.35665044
2388,470,121,9845,73437104.79364355,48740116.11190524,74896632.15249898
2388,474,119,10753,84957053.7654687,51297829.1168728,93554142.401274
2388,466,107,10835,73197328.5340548,41270669.81051467,93507542.97361617
2388,476,141,11197,79382747.19207893,39171593.94132704,98790004.98064509
2388,477,152,11330,88066139.18213537,29253877.19595668,106614557.9488797
2388,513,141,11088,89072756.25947046,29886560.26999696,108741674.5525649
2394,303,120,7764,36126891.7502112,29171442.49905379,44658468.27674709
2394,330,114,7905,40296494.56244931,31819198.52804812,51209037.17531765
2394,323,135,7853,43657930.10246012,32990754.82704785,53101178.18471208
2394,352,162,7890,45287246.80967829,35411453.93491484,59601957.8802379
2394,341,137,8104,47549863.40369018,35962318.15497431,63232036.71066504
2394,346,136,8327,37904890.39578264,32458317.40308191,73759556.26831576
2394,346,147,8234,40123864.57799405,31468119.57089754,71674418.81562585
2394,335,165,8485,44510411.87962963,29053239.45127061,73919578.44491753
2394,317,188,8398,44647158.10327115,28854424.01973506,75926159.55636658
2396,202,20,3268,6046184.847078602,23155213.83360368,26866356.98920316
2396,186,43,3333,7396850.573938902,22397430.27105299,27626215.02106144
2396,187,35,3272,8506885.619770546,23499274.12110537,25846960.44386151
2396,178,29,3308,8938010.579151459,24882494.17767471,26293746.24025919
2396,175,48,3235,9012807.853989253,28241027.0123851,33932071.21835293
2396,178,42,3014,9807722.380499797,28034795.28033759,32527480.92747195
2396,191,38,3159,10245756.41858441,27241664.27372263,28521747.61289369
2396,185,35,3541,12424674.62541396,26463628.69243376,32504593.8768924
2396,171,37,3740,13585683.0383972,26834622.16700459,35483240.85316977
2396,176,47,3480,13592951.92454042,26096471.87077588,40449170.26639801
2403,153,31,3337,9870530.599900311,19657577.11518316,23437725.71265882
2403,166,48,3429,11474616.17410956,19926762.54133718,26177866.90844654
2403,180,70,3376,13933049.48105062,23113996.00023655,33100501.91508684
2403,193,66,3667,14483728.46331779,21876470.80139058,33416203.36340058
2403,194,67,3485,15386802.46390916,19529767.887647,35054266.97977494
2403,187,69,3478,15613403.56429102,17930153.23606887,33852740.95167612
2403,184,77,3307,15606727.24511692,20688238.25192619,35140697.381936
2403,186,78,3305,17396044.79264666,20571362.90329312,38102674.89656833
2422,135,62,1933,3451075.144354893,12827303.99938328,19000645.34731515
2422,137,67,2125,6225426.172005947,12839764.392868,19018092.61372161
2422,133,66,2151,6654490.239718504,14231569.39675419,19903005.55201574
2422,137,71,2080,7003381.257290822,15375772.57170012,24951992.29388855
2422,136,60,2157,7681658.043854757,14540103.79121891,25242630.39002095
2422,135,52,2350,8229653.502711881,12919280.86716849,24881622.29927007
2422,131,53,2553,9112645.205055419,11707525.05774365,24374758.35878785
2422,137,67,2556,9625783.954523182,13594327.14542782,26391248.23737834
2422,131,85,2572,10931204.13832286,13472426.13061807,27125617.16108239
2424,111,28,3348,14000672.91321979,14705828.57629596,18789835.04135408
2424,118,38,2997,10945371.43502467,16035753.48940592,21128949.99443261
2424,122,26,2963,11339585.58216748,17806254.36863003,24277378.56042174
2424,137,44,2856,8045391.360764734,19690067.43602156,26162820.94452048
2424,134,31,2748,7213710.526890714,16754721.49090126,33132687.70887402
2424,127,33,2440,5945245.767572316,15828023.36788659,30986447.00033793
2424,131,31,2274,7682693.823761489,17468298.19979217,27955160.48660956
2424,135,32,2234,6816658.6531495,17669653.61969451,27502197.83419506
2479,137,6,2403,5858676.679524872,15390867.99702622,17687941.72990166
2479,132,4,2431,6154656.606861652,15759774.39448162,18312695.46263348
2479,136,48,2365,6179319.418685793,15759774.39448162,17551387.53287206
2479,140,2,2362,6942708.606574412,16155418.07306873,18907166.21073263
2479,140,8,2313,7990926.600669099,17784438.01188666,20742288.89402541
2479,147,9,2323,8230515.682802784,18608531.85492701,21053569.85093944
2479,153,8,2550,7162533.495150716,19367858.41919269,24972145.38982664
2479,161,95,2580,6690770.661563936,17639994.2366349,24005416.50704582
2479,167,99,2634,7308160.464677953,16450327.30656934,23570193.04028115
2479,164,84,2349,6994616.89116991,16451914.92052751,23111297.9293559
2495,355,23,5676,20288166.32328839,37454338.74416227,46210013.23630542
2495,354,33,5705,23485665.4472746,38352089.34034536,50488096.53680893
2495,340,28,5637,22986274.05752399,39239124.26968437,49644431.4966545
2495,345,28,5738,24010872.77835226,40882493.83350229,51780583.0494137
2495,358,28,5666,22652532.77583468,42485079.07857697,59427435.75477324
2495,346,28,5552,20799811.5324412,42485079.07857697,56473614.52199074
2495,339,45,5638,22609800.06586239,40273813.11612091,56471902.76961678
2495,319,53,5572,25984661.95140578,37564511.58817416,58643291.2056637
2495,317,61,5554,27170170.24454244,37553832.77492227,59223978.71028487
2496,234,48,5477,24939309.80901933,27438761.16406461,39169824.96890207
2496,242,25,5365,25855700.56419809,28096445.52107833,44092564.88158117
2496,242,21,5318,26447884.4499189,28760230.11743039,31682740.34432448
2496,244,26,5747,29180253.41708063,29957948.58755745,48925204.55018248
2496,250,74,6013,30655386.33256454,31137364.40000676,50212245.45962591
2496,257,79,6213,31083016.9895073,31633432.17764091,58198679.77120505
2496,266,67,6208,31998277.89113612,29516725.74391727,61231241.61318937
2496,262,65,6224,34608926.23212355,27526196.31152845,60777788.22609995
2496,234,51,5947,35035774.23514801,27935482.6080444,57900280.11459178
2501,406,6,7835,37476855.31915721,40620305.74070694,49828700.42742126
2501,407,10,7799,38519678.14132198,41493295.57209718,49170864.7767133
2501,401,23,8214,41864755.5355586,41473949.37586172,54666389.0381522
2501,409,10,8214,44425799.91129359,42412216.61732901,56063538.78273688
2501,414,7,8326,48252333.60369356,44636403.64317214,70088229.53974891
2501,435,7,8407,51246410.59712084,46037228.07883042,74634547.83166057
2501,434,6,8686,53001041.15575155,47122056.23743748,77249109.44223945
2501,424,6,9308,60460513.71129866,44449781.90149365,78850918.82221547
2501,410,5,9610,65353216.00668254,40702112.95671127,77699738.68036969
2501,396,4,9679,68967662.12520276,41417448.93971343,83616575.14735401
2503,726,270,15247,51763416.06427412,69273834.98027338,96705562.89704987
2503,727,253,15375,57550659.78382671,71393976.5567214,99046306.19700426
2503,729,300,15592,64514256.58835158,71069012.24896087,106633450.2640325
2503,719,330,15921,75516921.75141929,77168361.28209482,116365637.2978508
2503,738,357,15871,78848484.54546836,79606010.13287374,129775199.8985114
2503,735,307,16547,92564473.12718809,79178161.26387198,145349456.1892488
2503,700,315,16802,94298558.77800587,75053279.31592153,142900963.6538845
2503,702,333,16686,97332062.32625371,69822647.03714687,145617577.7103862
2503,697,363,16831,101658837.9505187,69599332.69528927,146983045.0036665
2530,155,108,4155,17276666.30923898,15881600.73227561,34598769.18815051
2530,165,116,4136,18784316.70083975,16486521.41342255,36481027.61585057
2530,158,133,4212,20633919.93636794,17848840.63406495,38442671.5906157
2530,158,153,4112,20673690.78132603,18118909.57660009,39078226.33535246
2530,156,117,4142,20962351.39128818,20656075.73409198,41964521.11910313
2530,155,159,4025,20860368.77322418,22632202.20075527,49016745.96368106
2530,155,137,4260,21098961.83853744,15208667.7165788,35371223.38988578
2530,151,193,4557,22442880.44853339,15530245.37318363,36405512.6657965
2530,155,190,4479,24078498.15018417,18962559.09945256,36652594.66512064
2530,162,166,4320,23398617.26252872,18979415.73855265,38370051.58721107
2551,297,87,5710,14854976.03370843,29696708.02001385,34558073.12406224
2551,300,94,5710,16883215.41938699,29225156.60966646,37995243.76584888
2551,307,75,5711,17826389.03777203,30393186.60179271,38767374.04390544
2551,310,69,5658,18728584.37113916,32979117.82039909,40663549.55181299
2551,307,75,5568,19104616.11969451,33540237.03740031,40935698.78264396
2551,305,97,5559,20843542.19889666,34611893.91612598,43703291.05545417
2551,306,102,5641,20644728.70702386,35007513.34892876,51721904.37200087
2551,308,119,5734,22036599.65944343,34788092.88003514,54697913.40694275
2551,311,113,5962,25349323.47906529,34703237.4840244,55829398.21325865
2551,323,118,6048,26445541.3373209,35099757.89017302,58522319.28930961
2554,472,311,11003,41499272.64285111,48388457.1955934,72987874.05235368
2554,483,361,11163,47037345.34630136,51667701.46637604,81918533.27952656
2554,498,367,11203,49105840.49262469,55580940.02321573,86928618.14535178
2554,488,392,11288,52477074.2390004,57213795.64511523,90413962.25111517
2554,496,408,11518,55379732.98751351,59188171.56614963,95234571.16153014
2554,498,399,11845,59003716.42775919,59687547.43859827,108872429.1579819
2554,486,394,12007,63399744.80090058,58461213.12396931,113020544.3863122
2554,473,462,12038,67752931.84295586,56442396.61991416,113632051.1923155
2554,502,479,12074,71979096.19071877,57632363.22787409,119741248.8630458
2566,127,62,3091,6952474.808503987,14199479.61627298,16543296.31184949
2566,128,73,3118,8169489.043635104,14474417.11230231,18741533.55963605
2566,127,75,3051,8069603.20100027,16114827.72060016,19042526.54534164
2566,131,70,3069,8451836.051356785,16985810.97087895,20580878.88872837
2566,133,73,3147,9234212.597872736,17839539.95119458,24757055.218015
2566,126,80,3127,9801254.575070964,19192977.45611989,25601517.45955832
2566,125,91,3204,9988518.345118612,20590426.87859894,25258449.30955157
2566,126,100,3157,10624253.47849081,20542308.69501048,26512922.31164673
2566,125,85,3102,11247626.17134698,18914094.6860638,25940057.46688294
2566,125,88,3122,11500075.21749121,19079074.64064612,28188848.14483644
2590,186,181,4516,30175638.87728102,10633232.17734523,35746634.44636219
2590,184,223,4541,32496408.50010138,11013503.05883347,38107450.34625068
2590,181,217,4568,34880112.42040078,11238406.95431198,39658000.25881995
2590,186,244,5021,42755603.8418576,12352665.61577453,51461187.51339889
2590,186,231,5268,46447066.20939781,12898800.93805758,54722679.99072384
2590,195,266,5494,48227129.62596309,12916215.23019735,57122846.79858577
2590,198,259,5339,50304266.9396543,12916215.23019735,60018492.69643822
2590,207,259,5326,56416549.64398317,6696347.191960664,58891465.23511422
2590,210,218,5099,56117188.88447891,7023882.522691944,60412778.61110266
2591,172,186,4435,27048313.84197587,10830107.94613409,32207650.90700189
2591,184,172,4713,30703389.10621959,11062852.92826609,35058875.61846107
2591,183,169,4798,34538338.02544606,11288838.18572587,38095620.34315862
2591,189,193,2939,38594826.49511692,12403174.4336983,48278214.52372262
2591,190,238,5167,40377415.35257839,12950159.32826439,50411265.52558124
2591,187,231,5239,41595368.38447891,12987012.92045147,51290970.46940051
2591,191,218,5093,45228861.9911716,12987012.92045147,53919607.24270073
2591,193,232,5013,51019792.03977426,6707659.30509935,54846537.15541362
2591,195,260,4839,52264926.53557549,7075912.03620911,56471021.19289842
2609,379,377,7729,45379543.7218167,52078984.64568971,76176024.97173223
2609,435,375,7922,52495973.34297276,57647617.70554542,82114325.74667139
2609,442,452,8495,58964195.79929541,60300757.26849317,88993897.33084109
2609,437,424,8550,62353680.80228609,59144396.287451,94866518.21568328
2609,408,489,8738,70196612.07504562,61661580.0393265,98729712.50382704
2609,408,531,8966,72507894.80737191,63248462.74463537,106645346.2156579
2609,402,618,9706,80691224.2843674,73162408.78562617,138974876.7710108
2609,396,641,9913,88478252.53710462,76435968.87472965,171017985.0872111
2609,390,661,10230,94063299.0231228,79174345.94724925,173556477.0041903
2609,288,616,10747,100200095.1852443,92810059.64653453,197604656.2558124
2613,234,359,6111,33651996.525539,43027475.70091578,58109064.44281393
2613,242,396,6985,35652045.82268856,46019217.34039605,63054948.41138652
2613,252,356,6084,36419863.26062787,48572739.70399939,67461931.9997212
2613,243,391,5638,39674969.39835935,47488484.71573398,70042653.28418998
2613,249,436,5684,42656815.84833739,49084861.10035651,73649493.01524904
2613,239,434,6088,44161894.24713605,47417547.36976209,74918087.73197147
2613,247,470,6470,44627228.06854893,49780380.51890714,85545968.34962997
2613,243,512,6959,45931323.46269262,46895708.26304407,92791853.97199412
2613,244,541,6822,47809138.12304001,46580986.34441741,93729613.99165314
2613,241,512,6827,52411183.8954954,46689611.33755744,96596995.12396085
2617,454,557,13094,64270475.8950223,64062556.65638517,85681163.81290551
2617,463,628,13368,78330371.53088672,69283784.48033252,94266640.65767774
2617,475,695,13416,88484506.00979994,74932082.39868882,103711828.4026764
2617,492,707,13755,98460191.51601784,73072915.6559881,109474566.4230873
2617,510,767,14412,105694163.7297918,76759244.7060692,121096055.7698702
2617,525,874,15208,117853909.4887808,75897064.61516626,127284549.7631792
2617,554,937,15814,117410696.5511625,74061173.82542579,144691684.5474114
2617,570,962,16221,121474290.0054744,76224867.61935657,157739194.5489321
2617,570,1020,16434,136612387.9120032,74517964.40227088,184613885.2689578
2617,580,1011,16330,141543670.0994188,73967659.77491382,196089093.9798678
2622,368,631,10426,59077710.68221986,53912305.38229082,83579529.52855501
2622,375,723,10493,62085431.26340733,61150778.5834685,93103013.69998647
2622,383,779,10668,66564312.33077352,59814435.32632975,99477963.59380913
2622,368,856,10955,72134069.42519093,58153948.2387723,99559072.53122464
2622,375,916,11383,82194023.5794387,64672698.90964618,106122322.9448331
2622,365,917,11877,88149917.09549034,63123510.64032508,109864470.639607
2622,353,978,12649,91475365.10273047,58338232.68684103,137110438.9947959
2622,342,1025,13588,100288267.4045519,58656168.62663896,145729499.1603643
2622,340,1123,13526,106391565.5910381,59916405.3365859,152155131.4719265
2622,345,1138,12649,100461349.3304271,63524770.61239524,150510920.0944765
2642,326,339,6309,43265148.39625574,50020023.91159773,56076620.83813193
2642,335,355,6081,44664615.06799135,51702681.34434982,58383849.67531765
2642,342,365,6043,47756437.48621248,54258187.01311165,58127814.1927548
2642,333,372,6225,55206682.09624223,52068307.77210057,59307129.14274128
2642,336,399,6800,62470719.08258989,55566489.5357529,63517167.13442822
2642,344,404,6773,70647367.3912544,55064116.88436063,68995744.56244931
2642,349,403,6914,71578405.50966477,52863569.49824277,101396840.9145039
2642,349,386,7561,77924982.01682886,54128229.60908353,103097925.1433496
2642,352,404,7616,82064222.31826168,52766586.36090835,108083828.2337118
2642,350,445,7574,85661326.88199513,51702681.34434982,109919719.0234523
2651,210,94,5851,6777858.609396121,34767052.38839044,37899339.08100162
2651,146,99,6108,7461848.672580427,37321293.39704143,37840806.84812618
2651,218,279,6059,8896059.553266086,39080125.26518147,42273650.99003109
2651,226,275,5730,9044666.814603608,44295520.52324952,42476401.99727967
2651,237,261,5792,10955910.5925588,51811817.43862361,44102170.09150277
2651,164,125,5940,11696912.19302514,48475441.37146864,53002702.4768941
2651,222,297,6661,11920010.26248648,45134305.37193329,52317200.44659874
2651,217,267,7178,13471675.4811351,40958859.32567079,51088457.07083839
2651,213,382,7253,15090505.4017133,38706591.80224384,51721993.59648722
2651,165,171,6987,16400532.28453636,40825961.39291869,53872658.6757485
2654,128,36,1426,3813967.617464179,22181426.51808766,16897573.77286936
2654,133,30,1438,4470009.080131454,23706699.71557346,19096256.17325629
2654,133,38,735,4722126.443945998,26539338.57859388,19557609.80671296
2654,130,76,2829,5465619.541210462,29184464.42490369,21648113.33639159
2654,130,4,1452,5308614.510011151,43906037.21354589,20470418.97462997
2654,134,57,1476,5887968.496493985,40905999.63649803,19546678.837304
2654,130,42,1575,6415839.954354217,39553800.60623648,18933561.14138956
2654,126,47,1586,6892066.9217525,36237637.76456475,20527545.92184543
2654,123,51,1598,7938303.550351446,33774497.86596884,18562715.08118748
2654,127,60,1763,8815803.097627737,34346531.56524567,19753277.16561064
2664,100,33,2034,3059943.121316572,15046550.7042106,15404160.50582928
2664,124,148,1846,3168298.50133482,17329204.98422715,17137155.09635206
2664,121,135,1832,3448017.266034739,19033119.18102021,17682061.64228508
2664,121,131,1779,3459640.695044268,21716104.33465125,18225304.92741282
2664,116,125,1816,3621294.128016018,20108851.29117667,17793236.32210563
2664,103,196,2182,4499168.030202419,18715553.71680691,22077037.74838639
2664,95,214,2421,4536626.797166464,16923845.53494187,22527461.38226547
2664,104,219,2285,5121983.070018924,16177224.73149838,22398369.06782239
2664,103,138,2457,6233733.747550013,17096747.07218167,24456811.911961
2687,510,445,11670,37901980.90166261,59055942.81704514,85320096.56244086
2687,515,531,11910,40702853.90788051,60339029.72397945,88946178.71777844
2687,511,587,11951,45737248.56690998,72428947.62408759,100824657.8611956
2687,516,620,12617,44598666.53460395,79798696.23012976,109999029.8935016
2687,531,651,13102,47933916.62753446,89184724.26135442,114365793.6049523
2687,534,802,13589,49173624.91680183,89484182.97382738,138221287.7291498
2687,558,845,13839,55608906.08069748,86385151.79900818,149023242.4101784
2687,520,829,13607,57470566.25985908,91201405.19672546,153603524.1967846
2687,536,794,13600,59194526.87113915,85508496.0050267,155554136.339678
2687,544,697,13288,57728504.55157644,85308175.39519972,158343972.6648672
2688,513,421,9209,32312842.69708029,75053311.32035685,104455288.5256742
2688,533,459,9089,32680408.78757772,82935130.89152473,112300310.7548746
2688,531,505,9357,35436669.55062179,91270831.54541768,114284978.5264429
2688,522,567,10134,37621699.63476615,100481320.098067,122439638.818211
2688,531,657,11140,39661255.01290889,112856368.4219384,134331841.075561
2688,568,859,11717,43211096.78432515,116929119.0240774,171535711.1390747
2688,575,1001,12440,49587431.59734894,118985803.5639362,190516321.6797107
2688,589,949,12327,49781928.36977899,120891450.4450358,195575359.7539369
2688,582,915,12467,53747383.6175909,114577504.8842593,191645325.6573736
2688,593,992,12534,53193352.89809746,121804512.7389413,216567448.0846259
2689,613,754,15392,67362548.52973776,49310107.34630981,101195416.6365741
2689,642,724,15496,69034537.81738307,54167022.8640173,107809428.0242633
2689,634,803,15903,75022276.71640983,74426800.25317653,130290978.5289774
2689,633,862,15937,75041673.34387672,76570127.58826709,125081254.8447807
2689,669,929,16234,75303527.81467964,92254240.55798864,140997937.2571557
2689,687,999,16687,79755690.02771018,93788932.75777237,171495954.8415872
2689,695,1087,17612,95776712.71821776,98687424.94645512,191485845.6165095
2689,706,1176,17769,96956972.28396188,101100628.2276375,202409754.6530734
2689,714,1212,18260,102260182.8633921,99699205.40602189,203214265.6610233
2689,714,1268,18440,105745886.776595,103459279.4639007,211888711.9264919
2690,567,579,12992,51433068.22256014,56578993.48952419,89755916.14699918
2690,594,637,13297,52430054.87435793,60114998.67673695,97921669.37001553
2690,578,684,13447,56667248.14449851,67945417.1851176,112827964.9705072
2690,583,719,14049,59644630.46066504,75552774.47762908,118142780.5521509
2690,629,694,14758,61328257.72479048,81801398.01608543,129212034.3373124
2690,631,796,15567,68707883.09353879,87403427.21928224,151106925.1158083
2690,637,767,16737,81622690.09841342,82062569.72560151,167129092.2073364
2690,642,896,16663,78813268.99847087,90757330.07901628,174340061.9605975
2690,607,859,16116,78279284.69346444,82221951.81349689,170726464.4445289
2690,610,842,15770,74923610.92164268,80304569.00294843,171713677.1357461
2693,323,501,9947,30672857.84475534,20228743.78521222,58775831.27063902
2693,339,576,10518,33711339.53744255,22467114.59489051,61495389.73519025
2693,333,622,10860,36798312.79879697,29257873.87104623,67880546.13438597
2693,368,649,11523,37895192.0820492,41796823.6970127,79143416.08509056
2693,397,611,11578,37419974.70911057,52132316.64274128,84557257.26894093
2693,414,578,11557,37467984.27158523,57596237.00921702,105499204.3477967
2693,440,663,12240,42517587.82621147,52400692.25969856,115511568.8765545
2693,387,579,12122,43492070.51082218,56774063.43229589,124047800.5936824
2693,386,694,11941,44815053.37096174,62975132.25919167,124852089.5102477
2693,405,715,12092,46828851.96749121,63160700.76399871,144772120.4218539
2698,335,411,8540,31207234.93146796,33344743.27831846,61337950.21953569
2698,344,456,8718,31821138.19079481,34901322.63253582,63579718.3485148
2698,334,459,8668,33059612.85455528,43291333.84333603,69694641.90367329
2698,329,472,9594,33800564.02379021,47089193.50135171,74510588.83467659
2698,346,493,9767,34236018.31042174,57819407.81603136,79516265.81690997
2698,348,532,10402,35705924.8046347,54238719.58795451,97139354.8927075
2698,351,586,11159,40627188.63396357,55944900.28066707,113210716.6806485
2698,367,693,11314,40524319.59002433,57489817.41261996,112088605.2945559
2698,358,644,11487,42523083.86060421,58822952.46757569,107240775.1571539
2698,363,705,11685,43982714.9914166,62705407.60679406,117194428.0342322
2841,328,282,7507,26470659.00005914,42265104.83596918,54313930.01095735
2841,309,281,7325,26424528.00095465,52154586.88056738,61787786.13560253
2841,337,287,7376,25869195.76775818,57554431.45803764,71515503.21662104
2841,355,287,7366,25722753.17004596,64296006.70592558,75283133.23072958
2841,356,288,7505,27814695.92948263,64948848.6948922,76333626.44922614
2841,361,290,7573,30354981.06467119,59683076.51596715,96625573.1450392
2841,363,259,7550,31215558.024314,63960209.38172479,103161654.7025547
2841,351,269,7467,32958464.29147236,69062040.29546836,101251720.1969536
2841,347,287,7399,34379633.84968065,61181564.91058394,111600558.9922107
2842,394,312,9628,33012188.10039875,49267800.39231042,83395884.19936131
2842,400,361,9694,36060276.94267032,63950332.61901865,97234041.46934983
2842,417,340,9854,35301065.78833807,77797079.68548086,115110490.2629511
2842,430,359,9636,33894666.76194579,81081251.66947147,111890406.6757739
2842,431,364,9368,36583903.44860942,77671540.83318971,119102860.2710361
2842,429,414,10372,39882328.07446269,76620686.83742227,133453640.3402017
2842,426,400,10574,39507593.96028487,87848611.82408252,150534692.6010999
2842,404,409,10604,41705600.38820458,83801664.55546261,137094948.8481008
2842,414,431,10440,40392795.90832826,85195532.39067991,134685765.5179609
2843,265,251,6598,24984413.75669944,30566295.6829464,40280037.49387503
2843,287,251,6617,25889887.12010847,39406135.05116247,47885501.67554575
2843,299,220,6568,25893900.28233137,47193275.80433901,57518837.67680454
2843,307,230,6646,26956853.89431265,51759870.36077318,63413775.35137875
2843,307,251,6865,29335357.57878818,49518880.03655548,61804102.57862766
2843,290,272,6987,31828288.75751047,45660663.89285111,80747462.86604486
2843,272,289,6947,32094618.03027,50881024.68755069,87995646.01893248
2843,286,287,6965,32919497.43672276,50374503.09754325,86366855.93015003
2843,279,302,6839,35891960.76816369,49497184.90873378,89433576.20293491
2844,249,184,5142,18033878.64111077,30211125.97706306,35297801.33593538
2844,250,188,5267,19378647.79322114,37617297.57016254,41237603.40984049
2844,256,184,5500,19500835.87811739,41724271.5818042,48807529.0906664
2844,265,206,5429,19037564.88803562,45191455.59510171,50870437.03844789
2844,260,202,5688,21052451.63536598,44309134.04623716,51377314.55656934
2844,260,195,5631,22909092.93717052,42913058.87481414,69303452.66058394
2844,254,225,5755,22892967.55092593,42917154.47270377,70997088.58448228
2844,256,231,5746,24902346.62588706,44463287.77319884,69818907.36737125
2844,257,242,5524,26419892.20699006,45267579.59925824,73691541.99410313
2845,251,103,5478,19166237.26549405,27130547.78378447,32958224.74312314
2845,250,106,5381,19963514.30123006,32809780.41345634,38521898.08533556
2845,250,84,5437,20564319.98785989,38540638.13696269,42838365.37193329
2845,251,85,5457,20935504.51921127,42547835.89691471,47405185.89907745
2845,254,96,5578,22993016.32523148,41665348.50688531,46910458.42840126
2845,249,103,5582,24970063.16186807,40150184.83163524,62212452.98786834
2845,240,101,5626,25280868.90140916,41544665.60028048,66072206.31429946
2845,241,112,5611,27069775.2404366,41770474.34843031,67364157.47998615
2845,256,100,5521,28673576.65405346,40515650.267378,70734600.81379257
2846,297,416,6786,27063181.35692924,39001880.23981144,48013254.65286225
2846,295,415,6908,28781755.52476176,52280638.77365504,55678311.09309948
2846,306,413,6921,30349441.38786665,58471890.96738983,65373556.28007569
2846,324,392,6821,30062693.28537273,64759417.35172512,69671180.71292071
2846,336,390,7251,33597268.94114119,64734631.37131657,70881260.65373242
2846,326,344,7432,36691288.99725433,60324075.89403386,90451543.21683225
2846,326,328,7287,37200015.98380474,67332705.84854859,94213075.90109657
2846,314,303,7469,40306760.22753616,82155600.80008955,92687644.62109691
2846,338,315,7320,40518498.66212152,61448028.98990436,96802088.27397606
2847,220,194,5720,19048538.53002501,28480326.11493816,35292322.75850736
2847,224,201,5816,20141862.41146256,35111056.42567248,43198351.26041667
2847,234,209,5862,20321785.52784536,41093075.25925925,51453802.24749087
2847,235,213,5870,20240948.14321438,45219840.61973675,54920227.85265443
2847,249,207,5861,20989795.67949108,44727108.09219553,53982922.6839095
2847,244,218,5758,23245636.06169742,42368644.0333874,74934486.61066335
2847,252,231,6097,23608513.9873361,47034234.12725567,75924307.17844349
2847,251,222,6074,25555351.5465244,43951007.32449649,73805112.15741585
2847,260,215,6082,27268356.94261118,46068034.7724047,75648479.37721343
2848,334,171,7539,26184112.62249088,34257668.82600027,44178298.94481616
2848,318,195,7613,27438867.84551568,44125566.30355332,52510292.90320018
2848,319,186,7601,26976995.35227426,49582161.53366619,59295786.96483001
2848,312,199,7555,26439985.17338301,56123154.31725635,61372100.89168525
2848,325,225,7753,29247036.97528048,53747275.96630846,62715740.19024567
2848,313,216,7711,31363036.40193295,51229326.04764801,83499324.47397944
2848,320,234,7717,32280461.96718708,54506735.39747228,90166352.66352391
2848,314,250,7764,34292031.8912206,52901812.85878784,91249014.21884292
2848,326,251,7551,35511377.60097323,56775845.01252872,95676414.69724925
2849,254,184,5664,22336405.57154805,28240178.40993343,38536395.12470431
2849,259,209,5694,23273095.86720228,37415443.65693431,46481697.91790855
2849,273,220,5976,23796648.66595702,44010628.67800419,53881750.84487361
2849,275,226,6073,24073828.41212152,43892942.55034299,56580581.10348236
2849,289,236,6196,25942569.3301399,45446001.41667511,57755648.19205359
2849,283,231,6292,28200922.54543458,40430997.56612429,71413030.8337135
2849,288,225,6234,28149375.03810996,46231913.96837828,77748137.14522505
2849,273,208,6099,28980930.76373682,45794320.23373716,75219156.36452419
2849,275,212,5935,28928070.1047327,45940770.59010036,80316835.43015848
2850,231,128,4463,15578581.7688311,27453173.82810388,30507677.13507874
2850,251,109,4528,16455026.13957319,33655062.16251013,37231412.33485401
2850,252,100,4460,16041354.26558698,34802752.85107461,44425911.44190153
2850,264,120,4597,16874540.27775243,38282246.93399398,47663608.13665011
2850,271,103,4558,17142722.89826642,37258132.15902102,46484602.56287172
2850,262,97,4416,17865034.87833705,36425503.79989524,59070932.53075155
2850,256,99,4505,17928142.77563193,35843653.46745742,61241320.10082117
2850,245,116,4434,19359617.76201338,37404279.92799574,63978706.97550858
2850,250,100,4308,19010101.20320526,42335473.86075629,67501039.48001993
2906,664,33,13840,49893337.7487919,84477859.11406799,98433429.01927041
2906,675,33,14119,53331301.71264192,88795522.20274904,105449662.4517522
2906,704,20,14277,55205765.60559441,98716134.86460023,113094236.0533844
2906,711,24,13890,65310219.50257671,110981383.7295384,126183711.628261
2906,738,30,15587,66540525.2766795,126633549.4839906,142412336.4225466
2906,780,23,16191,70277543.53331982,111735472.2345566,142225679.7669387
2906,825,335,16535,70983316.97898079,124329528.8489879,166568109.7365589
2906,863,371,16911,82554828.00560117,121949131.0838402,177426905.2645479
2906,872,325,17150,90915688.02498141,122127587.8151865,169193744.8817586
2906,902,368,17363,97500768.37297241,124717536.0753413,172599424.1290213
2928,218,4,4914,9845842.572460461,36289451.97551703,37282181.06758583
2928,238,11,4942,12309405.31753514,37183670.4458384,39551602.96834448
2928,242,17,5510,12097578.62829481,43020039.03394498,42469681.06586239
