fy,state_abbrev,fips,y,x1,x2,x3,x4,x5,MD,decade,state,region_compact,state_name,yfte,MDSREB,lnnetut,lnfte,lnperinc
2001,RI,44,169006384,130586600,25622,3785211904,33734,1057142,0,3,RI,4,RHODE ISLAND,6596.1436,,18.687548,10.151207,10.426262
2002,RI,44,180551056,139911824,26677,3622244096,35133,1065995,0,3,RI,4,RHODE ISLAND,6768.042,,18.756523,10.191557,10.466896
2003,RI,44,175992128,153663440,26887,3811072768,36974,1071342,0,3,RI,4,RHODE ISLAND,6545.6216,,18.850275,10.199398,10.51797
2004,RI,44,183664192,171945648,27815,4202266112,38908,1074579,0,3,RI,4,RHODE ISLAND,6603.063,,18.962688,10.233331,10.568955
2005,RI,44,188033392,190438112,28117,4499623936,39748,1067916,0,3,RI,4,RHODE ISLAND,6687.5342,,19.064838,10.244129,10.590315
2006,RI,44,192854768,206253792,28092,4679980032,41712,1063096,0,3,RI,4,RHODE ISLAND,6865.1133,,19.144617,10.24324,10.638544
2007,RI,44,196360784,230424272,28926,4786123776,43395,1057315,0,3,RI,4,RHODE ISLAND,6788.3838,,19.255432,10.272496,10.6781
2008,RI,44,191329664,202030496,30120,4873787904,44052,1055003,0,3,RI,4,RHODE ISLAND,6352.2466,,19.12393,10.312944,10.693126
2009,RI,44,191329664,202030496,30120,4765746176,42953,1053646,0,3,RI,4,RHODE ISLAND,6352.2466,,19.12393,10.312944,10.667862
2010,RI,44,160619904,244119312,32071,4811082752,45261,1053938,0,4,RI,4,RHODE ISLAND,5008.2598,,19.313168,10.375708,10.720201
2011,RI,44,164609808,252953888,31724,5080343040,47067,1053536,0,4,RI,4,RHODE ISLAND,5188.8101,,19.348719,10.364829,10.759327
2012,RI,44,181651072,258789952,31729,5228834816,48810,1054601,0,4,RI,4,RHODE ISLAND,5725.0801,,19.371527,10.364986,10.795691
2013,RI,44,164566576,272944384,31699,5402158080,48773,1055122,0,4,RI,4,RHODE ISLAND,5191.5386,,19.424778,10.36404,10.794932
2014,RI,44,167567856,270245664,31506,5454285824,50864,1056017,0,4,RI,4,RHODE ISLAND,5318.6016,,19.414843,10.357933,10.83691
2015,RI,44,172470784,277234048,31547,5722972160,52865,1056173,0,4,RI,4,RHODE ISLAND,5467.106,,19.440372,10.359234,10.875497
2016,RI,44,179842848,285155904,30757,5882267136,53426,1057063,0,4,RI,4,RHODE ISLAND,5847.2168,,19.468546,10.333873,10.886053
2017,RI,44,188739808,281878208,30246,5876350976,55338,1056486,0,4,RI,4,RHODE ISLAND,6240.1577,,19.456985,10.31712,10.921215
2018,RI,44,199553584,309699328,30316,,57994,1057315,0,4,RI,4,RHODE ISLAND,6582.4512,,19.551113,10.319431,10.968095
1980,SC,45,311800000,55600000,95600,2209083904,24967,3134502,0,1,SC,1,SOUTH CAROLINA,3261.5063,0,17.833694,11.467928,10.12531
1981,SC,45,337200000,65600000,99113,2423377920,28120,3179255,0,1,SC,1,SOUTH CAROLINA,3402.1772,0,17.999086,11.504016,10.244236
1982,SC,45,341700000,84700000,99522,2639132928,29894,3207611,0,1,SC,1,SOUTH CAROLINA,3433.4116,0,18.254625,11.508134,10.305413
1983,SC,45,347300000,94600000,100659,2867122944,32447,3234068,0,1,SC,1,SOUTH CAROLINA,3450.2627,0,18.365168,11.519494,10.387363
1984,SC,45,380300000,111000000,97611,3235727104,36183,3271864,0,1,SC,1,SOUTH CAROLINA,3896.0774,0,18.525042,11.488746,10.496345
1985,SC,45,445100000,114000000,96763,3601264896,38710,3303211,0,1,SC,1,SOUTH CAROLINA,4599.8989,0,18.551708,11.48002,10.563853
1986,SC,45,461100000,127800000,99092,3875593984,41372,3342759,0,1,SC,1,SOUTH CAROLINA,4653.2515,0,18.665977,11.503804,10.63036
1987,SC,45,488700000,151100000,99877,4239110912,44372,3380507,0,1,SC,1,SOUTH CAROLINA,4893.0186,0,18.833452,11.511695,10.700364
1988,SC,45,505100000,167800000,102793,4640684032,48237,3412097,0,1,SC,1,SOUTH CAROLINA,4913.7588,0,18.938284,11.540473,10.783881
1989,SC,45,549000000,170000000,108158,5063550976,52509,3456777,0,1,SC,1,SOUTH CAROLINA,5075.9072,0,18.951309,11.591349,10.86874
1990,SC,45,554600000,160400000,103083,5446559232,56400,3501155,0,2,SC,1,SOUTH CAROLINA,5380.1304,0,18.893181,11.54329,10.940225
1991,SC,45,614700032,239600000,105570,5556617216,58893,3570404,0,2,SC,1,SOUTH CAROLINA,5822.6772,0,19.294481,11.567129,10.983478
1992,SC,45,589699968,239800000,111964,5679122944,62694,3620464,0,2,SC,1,SOUTH CAROLINA,5266.8711,0,19.295317,11.625933,11.046021
1993,SC,45,600700032,273000000,118794,6301373952,65908,3663314,0,2,SC,1,SOUTH CAROLINA,5056.6528,0,19.424982,11.685146,11.096015
1994,SC,45,609100032,302800000,126891,6597676032,69909,3705397,0,2,SC,1,SOUTH CAROLINA,4800.1831,0,19.528584,11.751083,11.15495
1995,SC,45,635500032,337700000,126479,7059460096,74092,3748582,0,2,SC,1,SOUTH CAROLINA,5024.5498,0,19.637669,11.747831,11.213063
1996,SC,45,651299968,352700000,123261,7328128000,78792,3796200,0,2,SC,1,SOUTH CAROLINA,5283.9097,0,19.681128,11.722059,11.274567
1997,SC,45,687900032,387600000,125382,7775563776,83865,3859696,0,2,SC,1,SOUTH CAROLINA,5486.4336,0,19.775484,11.73912,11.336964
1998,SC,45,722300032,421600000,127873,8388295168,89936,3919235,0,2,SC,1,SOUTH CAROLINA,5648.5732,0,19.859568,11.758793,11.406854
1999,SC,45,754700032,303486560,130936,9067174912,94554,3974682,0,2,SC,1,SOUTH CAROLINA,5763.8848,0,19.530848,11.782464,11.456926
2000,SC,45,803846656,328766400,128067,9542914048,101217,4024223,0,3,SC,1,SOUTH CAROLINA,6276.7666,0,19.610859,11.760309,11.525022
2001,SC,45,863809792,386376960,132404.25,9500902400,104661,4064995,0,3,SC,1,SOUTH CAROLINA,6524.0337,0,19.772324,11.793615,11.558482
2002,SC,45,817379072,447619424,136299.69,9751701504,107536,4107795,0,3,SC,1,SOUTH CAROLINA,5996.9253,0,19.919455,11.822611,11.585581
2003,SC,45,1051554048,495097600,137266.95,9675645952,111170,4150297,0,3,SC,1,SOUTH CAROLINA,7660.6499,0,20.020266,11.829683,11.618815
2004,SC,45,925611712,603218880,143071.08,11176605696,117510,4210921,0,3,SC,1,SOUTH CAROLINA,6469.5933,0,20.217791,11.871097,11.674278
2005,SC,45,976616960,689770432,142566.91,11800639488,124567,4270150,0,3,SC,1,SOUTH CAROLINA,6850.2358,0,20.35187,11.867567,11.732599
2006,SC,45,1050223488,758593664,144400.88,12444151808,134623,4357847,0,3,SC,1,SOUTH CAROLINA,7272.9717,0,20.446978,11.880348,11.810233
2007,SC,45,1127265280,782124672,145858.55,13795367936,143384,4444110,0,3,SC,1,SOUTH CAROLINA,7728.4829,0,20.477524,11.890392,11.873281
2008,SC,45,1211068288,813867648,149541.23,13162704896,149286,4528996,0,3,SC,1,SOUTH CAROLINA,8098.5576,0,20.517309,11.915327,11.913619
2009,SC,45,981323584,836570880,157466.81,13087110144,145622,4589872,0,3,SC,1,SOUTH CAROLINA,6231.939,0,20.544823,11.96697,11.888769
2010,SC,45,1027812416,986897792,171727.11,13160046592,150463,4635656,0,4,SC,1,SOUTH CAROLINA,5985.1494,0,20.710077,12.053662,11.921473
2011,SC,45,928848320,1122513920,172374.53,13743802368,159187,4671422,0,4,SC,1,SOUTH CAROLINA,5388.5474,0,20.838837,12.057425,11.977835
2012,SC,45,859516736,1232205824,173447.59,14265133056,167798,4717112,0,4,SC,1,SOUTH CAROLINA,4955.4839,0,20.932072,12.063631,12.030517
2013,SC,45,910405760,1283364096,178240.09,15241838592,170227,4764153,0,4,SC,1,SOUTH CAROLINA,5107.7495,0,20.972752,12.090887,12.044888
2014,SC,45,909110208,1318386816,174816.45,15550318592,181483,4823793,0,4,SC,1,SOUTH CAROLINA,5200.3696,0,20.999674,12.071492,12.108917
2015,SC,45,970219520,1442871936,174642.98,16768877568,193226,4892253,0,4,SC,1,SOUTH CAROLINA,5555.4453,0,21.089901,12.070499,12.171616
2016,SC,45,1026089344,1499805696,171202.41,17037642752,200333,4958235,0,4,SC,1,SOUTH CAROLINA,5993.4282,0,21.128601,12.050602,12.207736
2017,SC,45,1094964352,1563862656,167414.2,17685204992,211299,5021219,0,4,SC,1,SOUTH CAROLINA,6540.4507,0,21.170425,12.028226,12.261029
2018,SC,45,1097979520,1771564160,164401.92,,222189,5084127,0,4,SC,1,SOUTH CAROLINA,6678.6294,0,21.295128,12.01007,12.311284
1980,SD,46,51200000,15700000,18623,544100992,5713,690851,0,1,SD,3,SOUTH DAKOTA,2749.2886,,16.569172,9.8321524,8.6504993
1981,SD,46,50200000,19200000,19738,587020032,6652,689584,0,1,SD,3,SOUTH DAKOTA,2543.3174,,16.77042,9.8903008,8.8026724
1982,SD,46,57000000,21900000,20701,633953024,7010,690597,0,1,SD,3,SOUTH DAKOTA,2753.4902,,16.901997,9.9379377,8.855093
1983,SD,46,55500000,24500000,20673,639526016,7271,693009,0,1,SD,3,SOUTH DAKOTA,2684.6611,,17.014183,9.9365835,8.8916492
1984,SD,46,55500000,27600000,20289,690771008,8272,697250,0,1,SD,3,SOUTH DAKOTA,2735.4724,,17.133326,9.9178343,9.0206318
1985,SD,46,59100000,26700000,19311,738257024,8481,698404,0,1,SD,3,SOUTH DAKOTA,3060.4319,,17.100174,9.8684301,9.0455837
1986,SD,46,65700000,28200000,18102,808192000,8848,696036,0,1,SD,3,SOUTH DAKOTA,3629.4331,,17.154833,9.8037777,9.0879469
1987,SD,46,68100000,29700000,17751,844627008,9336,696034,0,1,SD,3,SOUTH DAKOTA,3836.4036,,17.206657,9.7841969,9.141633
1988,SD,46,67800000,32100000,17761,942771008,9748,698160,0,1,SD,3,SOUTH DAKOTA,3817.3525,,17.284367,9.7847605,9.1848173
1989,SD,46,72200000,33200000,18227,950481984,10492,696698,0,1,SD,3,SOUTH DAKOTA,3961.1565,,17.31806,9.8106594,9.2583685
1990,SD,46,78100000,36400000,19108,1006793984,11485,697101,0,2,SD,3,SOUTH DAKOTA,4087.2932,,17.41008,9.8578625,9.3487968
1991,SD,46,83300000,40400000,20062,1046488000,11967,703669,0,2,SD,3,SOUTH DAKOTA,4152.1284,,17.514339,9.9065828,9.3899078
1992,SD,46,89400000,43700000,20952,1104167040,12942,712801,0,2,SD,3,SOUTH DAKOTA,4266.896,,17.592859,9.9499893,9.4682331
1993,SD,46,73500000,49300000,21890,1185069056,13531,722159,0,2,SD,3,SOUTH DAKOTA,3357.6975,,17.713434,9.9937849,9.5127382
1994,SD,46,99300000,52600000,22917,1311421952,14588,730790,0,2,SD,3,SOUTH DAKOTA,4333.0278,,17.778227,10.039635,9.5879545
1995,SD,46,98800000,53900000,22765,1395457024,14884,737925,0,2,SD,3,SOUTH DAKOTA,4339.9956,,17.802641,10.03298,9.6080418
1996,SD,46,105500000,61600000,22101,1438656000,16445,742213,0,2,SD,3,SOUTH DAKOTA,4773.5396,,17.936172,10.003378,9.707777
1997,SD,46,108800000,63800000,21375,1463512064,16806,744223,0,2,SD,3,SOUTH DAKOTA,5090.0586,,17.971264,9.9699774,9.7294912
1998,SD,46,108500000,70000000,20564,1592242944,18150,746058,0,2,SD,3,SOUTH DAKOTA,5276.2109,,18.064005,9.9312973,9.806426
1999,SD,46,114100000,70280016,20476,1653133952,19006,750412,0,2,SD,3,SOUTH DAKOTA,5572.3774,,18.067999,9.9270086,9.8525105
2000,SD,46,131830960,79166576,22056,1735628032,20281,755844,0,3,SD,3,SOUTH DAKOTA,5977.1021,,18.187065,10.00134,9.9174395
2001,SD,46,136041584,82904664,22064,1850896768,20948,757972,0,3,SD,3,SOUTH DAKOTA,6165.7715,,18.233202,10.001702,9.9497986
2002,SD,46,143331968,89497976,22573,1841447936,20940,760020,0,3,SD,3,SOUTH DAKOTA,6349.7085,,18.309727,10.024509,9.9494162
2003,SD,46,149665552,114473632,28232,1909790464,22891,763729,0,3,SD,3,SOUTH DAKOTA,5301.2734,,18.555855,10.248211,10.038499
2004,SD,46,153592896,128234800,28154,2015928064,24579,770396,0,3,SD,3,SOUTH DAKOTA,5455.4556,,18.669374,10.245444,10.109648
2005,SD,46,162783472,137554976,28523,2103820032,26113,775493,0,3,SD,3,SOUTH DAKOTA,5707.0952,,18.739534,10.258466,10.170189
2006,SD,46,165577968,141554720,29254,2240775936,27545,783033,0,3,SD,3,SOUTH DAKOTA,5660.0112,,18.768196,10.283772,10.223577
2007,SD,46,178777728,153590608,29231,2389937920,30605,791623,0,3,SD,3,SOUTH DAKOTA,6116.0317,,18.849802,10.282985,10.328918
2008,SD,46,198949280,152436032,29595.09,2499900928,32691,799124,0,3,SD,3,SOUTH DAKOTA,6722.3745,,18.842257,10.295363,10.394855
2009,SD,46,199563280,163761056,31026.6,2554807040,31795,807067,0,3,SD,3,SOUTH DAKOTA,6432.0063,,18.913919,10.3426,10.367064
2010,SD,46,198653312,202241808,32323.6,2583835904,33596,816165,0,4,SD,3,SOUTH DAKOTA,6145.7671,,19.124975,10.383553,10.422162
2011,SD,46,196616480,220782096,33313,2699153920,36742,823484,0,4,SD,3,SOUTH DAKOTA,5902.0947,,19.212687,10.413703,10.511676
2012,SD,46,181016384,247689120,33540,2895230976,37659,833496,0,4,SD,3,SOUTH DAKOTA,5397.0298,,19.327684,10.420494,10.536327
2013,SD,46,196229664,257079008,32945,2965724928,38109,842270,0,4,SD,3,SOUTH DAKOTA,5956.2808,,19.364895,10.402595,10.548205
2014,SD,46,207837632,274788096,33658.898,3143170048,39872,849088,0,4,SD,3,SOUTH DAKOTA,6174.8198,,19.431511,10.424033,10.59343
2015,SD,46,217442912,284451168,33937.602,3292526080,41548,853933,0,4,SD,3,SOUTH DAKOTA,6407.1387,,19.466072,10.432279,10.634604
2016,SD,46,218328640,293301856,33674.5,3392779008,41960,862890,0,4,SD,3,SOUTH DAKOTA,6483.5005,,19.496714,10.424496,10.644472
2017,SD,46,238612304,292590272,32294.9,3720441088,43275,873286,0,4,SD,3,SOUTH DAKOTA,7388.5444,,19.494284,10.382665,10.67533
2018,SD,46,234058240,297310912,32898.801,,46066,882235,0,4,SD,3,SOUTH DAKOTA,7114.4917,,19.510288,10.401192,10.73783
1980,TN,47,317800000,74100000,124022,3012261888,38078,4600252,0,1,TN,1,TENNESSEE,2562.4485,0,18.120926,11.728214,10.547392
1981,TN,47,321200000,88400000,123796,3394714880,42383,4627662,0,1,TN,1,TENNESSEE,2594.5911,0,18.297382,11.72639,10.654503
1982,TN,47,347400000,107000000,121408,3540230912,45046,4646043,0,1,TN,1,TENNESSEE,2861.426,0,18.488338,11.706912,10.71544
1983,TN,47,365400000,121200000,123790,3766334976,48057,4659757,0,1,TN,1,TENNESSEE,2951.7732,0,18.612953,11.726342,10.780143
1984,TN,47,380400000,118000000,122405,4142063104,53481,4686743,0,1,TN,1,TENNESSEE,3107.7163,0,18.586195,11.715091,10.887082
1985,TN,47,485400000,127700000,121932,4741666816,57208,4715292,0,1,TN,1,TENNESSEE,3980.9075,0,18.665194,11.711219,10.954449
1986,TN,47,536800000,138600000,118780,5171651072,61216,4738708,0,1,TN,1,TENNESSEE,4519.2793,0,18.747103,11.685028,11.022164
1987,TN,47,601299968,147400000,118487,5629412864,65941,4782939,0,1,TN,1,TENNESSEE,5074.8179,0,18.808661,11.682558,11.096516
1988,TN,47,623200000,158600000,121957,6079967232,71646,4822438,0,1,TN,1,TENNESSEE,5109.9976,0,18.881895,11.711424,11.179493
1989,TN,47,672200000,175300000,129524,6489036800,76928,4854432,0,1,TN,1,TENNESSEE,5189.772,0,18.98201,11.771622,11.250626
1990,TN,47,694899968,195900000,137078,6822965248,81784,4894492,0,2,TN,1,TENNESSEE,5069.3765,0,19.093115,11.828305,11.311837
1991,TN,47,697200000,218500000,144468,6983776256,86009,4966587,0,2,TN,1,TENNESSEE,4825.9824,0,19.202297,11.880814,11.362207
1992,TN,47,666300032,238000000,152824,7756831744,94053,5049742,0,2,TN,1,TENNESSEE,4359.9175,0,19.287781,11.937042,11.451613
1993,TN,47,747699968,258800000,155648,8694146048,100092,5137584,0,2,TN,1,TENNESSEE,4803.7876,0,19.371567,11.955353,11.513845
1994,TN,47,812899968,281000000,155699,9103072256,106497,5231438,0,2,TN,1,TENNESSEE,5220.9712,0,19.453865,11.95568,11.575872
1995,TN,47,881500032,287300000,152437,9410125824,114365,5326936,0,2,TN,1,TENNESSEE,5782.7168,0,19.476038,11.934506,11.64715
1996,TN,47,889000000,302500000,153375,9992440832,120799,5416643,0,2,TN,1,TENNESSEE,5796.251,0,19.527592,11.940641,11.701883
1997,TN,47,902000000,327100000,155466,10625887232,127953,5499233,0,2,TN,1,TENNESSEE,5801.9116,0,19.605776,11.954183,11.759418
1998,TN,47,896300032,355100000,158340,11292136448,140037,5570045,0,2,TN,1,TENNESSEE,5660.604,0,19.68791,11.9725,11.849662
1999,TN,47,956700032,432792800,159909,11748362240,145565,5638706,0,2,TN,1,TENNESSEE,5982.7778,0,19.885769,11.98236,11.888378
2000,TN,47,984857792,442334112,160751,12431196160,154420,5703719,0,3,TN,1,TENNESSEE,6126.6045,0,19.907576,11.987612,11.947432
2001,TN,47,1045546368,415344992,159838,13010182144,158357,5750789,0,3,TN,1,TENNESSEE,6541.2881,0,19.84462,11.981916,11.972608
2002,TN,47,1071510528,475145472,160822,12973767680,162839,5795918,0,3,TN,1,TENNESSEE,6662.7109,0,19.979132,11.988053,12.000517
2003,TN,47,1106888064,524676096,167634.39,14398957568,169455,5847812,0,3,TN,1,TENNESSEE,6602.9893,0,20.078291,12.029541,12.040342
2004,TN,47,1089739648,593378304,169612.58,14946637824,179482,5910809,0,3,TN,1,TENNESSEE,6424.875,0,20.201344,12.041272,12.09783
2005,TN,47,1328874624,569388992,170084,15993136128,187942,5991057,0,3,TN,1,TENNESSEE,7813.0488,0,20.160074,12.044047,12.143888
2006,TN,47,1371036288,601457408,169041.92,17240320000,200305,6088766,0,3,TN,1,TENNESSEE,8110.6289,0,20.214867,12.037902,12.207597
2007,TN,47,1505273728,594334400,171845,18817624064,209964,6175727,0,3,TN,1,TENNESSEE,8759.4854,0,20.202953,12.054348,12.254691
2008,TN,47,1639461376,614742720,173706,18999627776,217599,6247411,0,3,TN,1,TENNESSEE,9438.1387,0,20.236715,12.06512,12.290409
2009,TN,47,1663595520,648210752,178100,17886842880,216042,6306019,0,3,TN,1,TENNESSEE,9340.7949,0,20.289726,12.0901,12.283228
2010,TN,47,1655904384,725831104,190286,18243786752,226587,6355301,0,4,TN,1,TENNESSEE,8702.1875,0,20.402828,12.156283,12.330884
2011,TN,47,1659586432,825307776,201378,19077703680,240718,6397410,0,4,TN,1,TENNESSEE,8241.1504,0,20.531267,12.212939,12.391381
2012,TN,47,1414996224,939248896,201734.7,19977529344,253613,6451281,0,4,TN,1,TENNESSEE,7014.144,0,20.660591,12.214708,12.443564
2013,TN,47,1455168896,997406784,196096.8,20177657856,256016,6493432,0,4,TN,1,TENNESSEE,7420.6665,0,20.720669,12.186363,12.452995
2014,TN,47,1587786624,1066458048,190485.41,20243183616,266873,6540826,0,4,TN,1,TENNESSEE,8335.4766,0,20.787609,12.157331,12.494528
2015,TN,47,1579203328,1101868416,185315.69,21567563776,280720,6590808,0,4,TN,1,TENNESSEE,8521.6924,0,20.820272,12.129816,12.545113
2016,TN,47,1639925376,1132898176,185543.05,22089758720,290560,6645011,0,4,TN,1,TENNESSEE,8838.5166,0,20.848045,12.131042,12.579565
2017,TN,47,1732289408,1140300288,185512.91,22846509056,301560,6708794,0,4,TN,1,TENNESSEE,9337.8379,0,20.854557,12.130879,12.616724
2018,TN,47,1844857728,1161363328,184975.56,,317515,6770010,0,4,TN,1,TENNESSEE,9973.5215,0,20.87286,12.127979,12.668281
1980,TX,48,1302599936,214000000,466900,11466321920,143140,14338208,0,1,TX,1,TEXAS,2789.8906,0,19.181486,13.05387,11.871578
1981,TX,48,1451699968,231100000,483100,13670998016,168292,14746318,0,1,TX,1,TEXAS,3004.9678,0,19.258362,13.087979,12.033456
1982,TX,48,1887800064,244300000,493400,15385912320,185543,15331408,0,1,TX,1,TEXAS,3826.1047,0,19.313908,13.109076,12.131042
1983,TX,48,2016499968,260000000,518400,16235029504,198084,15751674,0,1,TX,1,TEXAS,3889.8533,0,19.376192,13.158503,12.196446
1984,TX,48,2218899968,275000000,527346,17833842688,216834,16007088,0,1,TX,1,TEXAS,4207.6738,0,19.432281,13.175612,12.286887
1985,TX,48,2299599872,283000000,525249,20756615168,233562,16272722,0,1,TX,1,TEXAS,4378.1138,0,19.460957,13.171628,12.361203
1986,TX,48,2131200000,402000000,524409,21546418176,238934,16561103,0,1,TX,1,TEXAS,4064.0034,0,19.811962,13.170027,12.383943
1987,TX,48,1914700032,462000000,526592,22644566016,243559,16621767,0,1,TX,1,TEXAS,3636.022,0,19.951075,13.174181,12.403114
1988,TX,48,2170899968,500300000,545680,25185660928,258240,16667040,0,1,TX,1,TEXAS,3978.3389,0,20.030718,13.209788,12.461645
1989,TX,48,2180100096,560899968,584360,26563678208,275917,16806728,0,1,TX,1,TEXAS,3730.7483,0,20.145054,13.278273,12.527855
1990,TX,48,3144900096,605699968,593659,28243402752,297726,17056756,0,2,TX,1,TEXAS,5297.4858,0,20.221895,13.294061,12.603929
1991,TX,48,2961600000,666800000,612033,30488389632,311370,17398004,0,2,TX,1,TEXAS,4838.9546,0,20.318001,13.324541,12.648737
1992,TX,48,3278000128,754700032,618889,32916543488,336646,17759738,0,2,TX,1,TEXAS,5296.5879,0,20.441832,13.335681,12.726788
1993,TX,48,3246299904,868200000,625718,35283202048,356399,18161612,0,2,TX,1,TEXAS,5188.1196,0,20.581932,13.346655,12.783806
1994,TX,48,3553100032,918899968,624173,37248049152,376614,18564062,0,2,TX,1,TEXAS,5692.4922,0,20.638687,13.344183,12.838976
1995,TX,48,3556199936,1013500032,622408,38689636352,402805,18958752,0,2,TX,1,TEXAS,5713.6152,0,20.736675,13.341352,12.906208
1996,TX,48,3709700096,1174000000,619578,40704626688,433165,19340342,0,2,TX,1,TEXAS,5987.4624,0,20.883682,13.336794,12.978874
1997,TX,48,3664000000,1337299968,628214,43566764032,472178,19740316,0,2,TX,1,TEXAS,5832.4072,0,21.013918,13.350636,13.065111
1998,TX,48,3982799872,1366099968,631994,46315327488,514064,20157532,0,2,TX,1,TEXAS,6301.9585,0,21.035225,13.356635,13.150103
1999,TX,48,3961799936,1339000064,644760,49231585280,541440,20558220,0,2,TX,1,TEXAS,6144.6118,0,21.015188,13.376634,13.201987
2000,TX,48,4634512896,1733927936,654039,52226535424,589275,20944500,0,3,TX,1,TEXAS,7085.9888,0,21.273655,13.390923,13.286648
2001,TX,48,4697588224,1914899840,667534,55926796288,625493,21319622,0,3,TX,1,TEXAS,7037.2271,0,21.372931,13.411345,13.346295
2002,TX,48,5295546880,2098693760,704310,58980507648,633036,21690324,0,3,TX,1,TEXAS,7518.7729,0,21.464581,13.464973,13.358283
2003,TX,48,4988201984,2275462656,766342,57029476352,655908,22030932,0,3,TX,1,TEXAS,6509.1069,0,21.545448,13.549384,13.393776
2004,TX,48,5190201344,1844180352,799142,64738770944,687220,22394024,0,3,TX,1,TEXAS,6494.7173,0,21.3353,13.591294,13.44041
2005,TX,48,5110262784,2096714624,812696,69133860864,745859,22778124,0,3,TX,1,TEXAS,6288.0371,0,21.463638,13.608112,13.522292
2006,TX,48,5700130304,2450413056,820788,75732049920,820950,23359580,0,3,TX,1,TEXAS,6944.7046,0,21.619522,13.61802,13.618217
2007,TX,48,5709136896,2819849984,794211,82035605504,873354,23831984,0,3,TX,1,TEXAS,7188.4385,0,21.759949,13.585104,13.680097
2008,TX,48,6347752448,3059317248,804918,86382690304,954650,24309040,0,3,TX,1,TEXAS,7886.21,0,21.841457,13.598495,13.7691
2009,TX,48,6107243520,2928593920,861900,86232399872,910499,24801760,0,3,TX,1,TEXAS,7085.7915,0,21.797789,13.666895,13.721748
2010,TX,48,6761849856,3358202880,896832,86502342656,966150,25242680,0,4,TX,1,TEXAS,7539.7061,0,21.934671,13.706624,13.781075
2011,TX,48,6270811648,3813170688,979943,90778181632,1057758,25646228,0,4,TX,1,TEXAS,6399.1597,0,22.061728,13.79525,13.871662
2012,TX,48,6474261504,3795932928,1013647,97737277440,1132222,26089620,0,4,TX,1,TEXAS,6387.0967,0,22.057196,13.829065,13.939692
2013,TX,48,6351228416,4297133056,1019173,102372909056,1159746,26489464,0,4,TX,1,TEXAS,6231.7471,0,22.181213,13.834502,13.963712
2014,TX,48,6948653056,4396540928,1010936,109121167360,1248733,26977142,0,4,TX,1,TEXAS,6873.4849,0,22.204084,13.826387,14.03764
2015,TX,48,6849319936,4604766720,1010334,113185939456,1280251,27486814,0,4,TX,1,TEXAS,6779.2632,0,22.250359,13.825791,14.062567
2016,TX,48,7435341824,4919388160,1020366,112176586752,1274395,27937492,0,4,TX,1,TEXAS,7286.936,0,22.31645,13.835672,14.057982
2017,TX,48,7614429696,5216492032,1034453,117851725824,1357466,28322716,0,4,TX,1,TEXAS,7360.8271,0,22.375092,13.849383,14.12113
2018,TX,48,7493114880,5414481920,1052885,,1445270,28701844,0,4,TX,1,TEXAS,7116.7456,0,22.412344,13.867044,14.183806
1980,UT,49,138800000,30400000,47061,1226820992,12319,1472595,0,1,UT,2,UTAH,2949.3635,,17.229954,10.7592,9.4188976
1981,UT,49,155600000,36100000,50269,1331943936,13893,1515472,0,1,UT,2,UTAH,3095.3469,,17.401804,10.825144,9.5391407
1982,UT,49,173800000,40400000,51757,1480402048,15067,1558314,0,1,UT,2,UTAH,3358,,17.514339,10.854315,9.6202621
1983,UT,49,192200000,45200000,54326,1558456064,16135,1594943,0,1,UT,2,UTAH,3537.9009,,17.626608,10.902759,9.6887465
1984,UT,49,199000000,48500000,55532,1872243968,17820,1622342,0,1,UT,2,UTAH,3583.5195,,17.697075,10.924715,9.7880764
1985,UT,49,235800000,50600000,54551,2069976064,19070,1642910,0,1,UT,2,UTAH,4322.5605,,17.739462,10.906891,9.8558722
1986,UT,49,244400000,54600000,54233,2150466048,20042,1662833,0,1,UT,2,UTAH,4506.4814,,17.815544,10.901045,9.9055853
1987,UT,49,244400000,59900000,55647,2292886016,20995,1678120,0,1,UT,2,UTAH,4391.9707,,17.908188,10.926784,9.9520397
1988,UT,49,257200000,63000000,56153,2466797056,22330,1689372,0,1,UT,2,UTAH,4580.3428,,17.958645,10.935836,10.013686
1989,UT,49,264000000,69100000,57116,2538881024,23967,1705865,0,1,UT,2,UTAH,4622.1724,,18.051065,10.95284,10.084434
1990,UT,49,292700000,80000000,60769,2725872128,25985,1731223,0,2,UT,2,UTAH,4816.6006,,18.197536,11.014835,10.165275
1991,UT,49,305200000,90500000,65125,2833197056,27864,1779780,0,2,UT,2,UTAH,4686.3726,,18.32086,11.084064,10.235091
1992,UT,49,327700000,105500000,71674,3086137088,30126,1836799,0,2,UT,2,UTAH,4572.0903,,18.474222,11.179883,10.313144
1993,UT,49,350900000,115700000,75569,3371374080,32491,1898404,0,2,UT,2,UTAH,4643.4385,,18.566511,11.232801,10.388719
1994,UT,49,366500000,125700000,77828,3662779904,35157,1960446,0,2,UT,2,UTAH,4709.1021,,18.649408,11.262257,10.467579
1995,UT,49,400400000,135800000,79778,4016732928,38308,2014177,0,2,UT,2,UTAH,5018.9277,,18.726694,11.287004,10.553414
1996,UT,49,424900000,148400000,81638,4293574912,41739,2067976,0,2,UT,2,UTAH,5204.6841,,18.815422,11.31005,10.639192
1997,UT,49,463100000,144000000,81318,4677395968,45125,2119784,0,2,UT,2,UTAH,5694.9263,,18.785324,11.306123,10.717192
