endyear,opeid5_new,lneg,lnstatea,lntuition,lntotfteiarep,lnftfac,lnptfac
2010,9841,18.232944,18.172424,17.640989,9.5571871,6.1903152,5.4595857
2012,9841,18.308674,18.049807,17.939804,9.5540724,6.2285109,5.5606818
2013,9841,18.434416,17.979753,18.028481,9.5460978,6.1923623,5.6276212
2004,9930,16.509941,16.533272,15.460575,7.7807207,4.5747108,4.2766662
2005,9930,16.58,16.550613,15.872024,7.8543811,4.6728287,4.2484951
2006,9930,16.731457,16.620628,15.954455,7.9054418,4.7095304,4.3174882
2008,9930,16.871899,17.246635,16.108351,7.9366603,4.7706847,4.4067192
2010,9930,17.254482,17.219009,16.412169,7.9391589,4.7874918,4.3438053
2011,9930,17.37661,17.041868,15.997148,8.0130119,4.9272537,4.0430512
2012,9930,17.255758,17.121941,16.121584,7.9707403,4.7874918,4.0073333
2013,9930,17.410347,17.092613,16.534195,8.0006847,4.7184987,4.2046928
2004,10286,17.650991,16.756422,16.777416,8.8679905,5.0304379,6.4520488
2006,10286,17.830688,17.09931,16.724939,8.8651705,5.0304379,6.5847912
2007,10286,18.063473,17.28714,17.102032,8.9445505,5.0498562,6.6957989
2008,10286,18.147888,17.4111,17.237844,9.0123768,5.0689044,6.7546039
2009,10286,18.217779,17.455887,17.363441,9.0589361,5.1590552,6.8068295
2010,10286,18.358126,17.328547,17.382952,9.1224918,5.2522736,6.9117475
2011,10286,18.439308,17.533659,17.328463,9.1481457,5.4026775,6.8543544
2012,10286,18.439621,17.485149,17.384277,9.151227,5.32301,6.880384
2013,10286,18.434818,17.475105,17.46382,9.1563063,5.3327188,6.8834624
2004,10374,17.132816,16.731428,16.637594,8.4553175,4.6151204,5.7397928
2006,10374,17.238415,16.84696,16.67425,8.3689251,4.59512,5.8833222
2007,10374,17.327459,16.874146,16.807154,8.384119,4.6539602,5.9162021
2008,10374,17.417688,16.933289,16.885376,8.4732409,4.7004805,6.1290503
2009,10374,17.546612,16.96825,16.96047,8.5127831,4.8202815,5.8833222
2010,10374,17.719854,16.875328,17.041435,8.570734,4.8441873,5.9401712
2011,10374,17.721848,16.859882,17.098335,8.6588659,4.7874918,6.0684257
2012,10374,17.768719,16.806473,17.139368,8.6966772,4.7449322,6.1158919
2013,10374,17.793047,16.81781,17.198004,8.725832,4.8283138,6.1633148
2004,11462,18.356159,18.152597,17.343052,9.3087368,6.2265368,6.5820251
2005,11462,18.402084,18.223291,17.451033,9.3192844,6.2166061,6.5381398
2006,11462,18.501301,18.301701,17.582396,9.3206291,6.2690964,6.526495
2007,11462,18.613443,18.418453,17.670506,9.3290119,6.2915692,6.4937539
2008,11462,18.637693,18.583424,17.758167,9.3461819,6.3080983,6.5323343
2009,11462,18.838028,18.540442,17.819841,9.365633,6.3117347,6.5638556
2010,11462,18.916161,18.600666,17.89567,9.4265804,6.3733196,6.5424719
2011,11462,18.938616,18.637299,17.970613,9.4581375,6.4085288,6.5381398
2012,11462,18.982038,18.658646,18.041767,9.4778452,6.4473057,6.6133842
2013,11462,19.004047,18.6936,18.066698,9.4530516,6.7661915,7.1404529
2004,11644,18.584311,16.456921,18.822182,9.500843,4.7874918,6.9027429
2005,11644,18.639288,16.468176,18.933537,9.5822487,5.2470241,7.0501227
2006,11644,18.685871,16.505589,18.919338,9.6025848,5.4026775,7.0673199
2007,11644,18.826391,16.784077,18.998138,9.7164955,5.5174527,7.202661
2008,11644,18.820976,16.989479,19.126936,9.744257,5.4722705,7.2291141
2009,11644,18.889393,17.098148,19.15736,9.8184195,5.4553213,7.3290939
2010,11644,18.999598,17.060455,19.312353,9.9332409,5.433722,7.4564548
2011,11644,19.07954,17.224981,19.360569,10.00288,5.3752785,7.5903468
2012,11644,19.216669,17.274071,19.497965,10.181687,5.3936276,7.6889133
2013,11644,19.292042,17.310719,19.444717,10.166313,5.3890719,7.8220439
2004,11678,16.662598,16.630894,15.7571,7.556428,4.5538769,4.3820267
2006,11678,16.779543,17.059204,15.715103,7.4910874,4.5643482,4.2195077
2007,11678,16.905928,17.174694,15.766659,7.5175209,4.5432949,4.3174882
2008,11678,16.953461,17.260817,15.82172,7.5943813,4.4886365,4.5747108
2009,11678,16.933411,17.250994,15.967245,7.6444407,4.5325994,4.6634393
2010,11678,17.244074,17.173859,16.026894,7.6549172,4.5538769,4.6634393
2011,11678,17.240303,17.030689,16.041536,7.6444407,4.4543471,4.6539602
2012,11678,17.200788,16.797909,16.033218,7.5304799,4.356709,4.6821313
2013,11678,17.207525,16.674685,16.04262,7.5120711,4.3438053,4.7095304
2004,11711,17.492575,17.208477,16.992098,8.6081305,5.32301,5.4116459
2006,11711,17.593569,17.292229,17.190687,8.6137753,5.3844953,5.6240177
2007,11711,17.640793,17.292673,17.253059,8.6059361,5.3981628,5.6276212
2008,11711,17.719969,17.353495,17.317783,8.5978508,5.4205351,5.556828
2009,11711,17.742477,17.352188,17.407999,8.5799799,5.433722,5.5373344
2010,11711,17.930418,17.361258,17.420218,8.6299858,5.46806,5.5451775
2012,11711,17.982647,17.157619,17.557722,8.6759052,5.5254531,5.4161005
2013,11711,17.986723,17.156998,17.569155,8.6714582,5.529429,5.3375382
2004,30113,17.704275,17.784424,16.684231,8.72258,5.3844953,5.1929569
2006,30113,17.762726,17.78718,16.914608,8.7761669,5.4026775,5.2364421
2008,30113,18.200693,17.990641,17.130302,8.9277124,5.5134287,5.6094718
2009,30113,18.211567,17.655277,17.203388,8.9012308,5.5333896,5.4510384
2010,30113,18.152824,17.774557,17.47365,8.9100456,5.521461,5.57973
2011,30113,18.341888,17.92943,17.609449,8.9488459,5.4971681,5.5872488
2012,30113,18.439516,17.683363,17.837311,8.9805498,5.6419072,5.6629605
2013,30113,18.465328,17.703333,17.9049,8.9960327,5.6698809,5.655992
2004,31703,16.021692,16.127615,15.146435,6.9660244,3.9889841,3.6375861
2006,31703,16.248663,16.228544,14.459304,7.0057888,4.0430512,3.7376697
2007,31703,16.265888,16.23387,14.954809,7.0379062,4.0253515,4.0073333
2008,31703,16.402109,16.672512,14.983268,7.0867381,4.1431346,4.0943446
2010,31703,16.56566,16.632593,15.436437,7.1396604,4.1743875,4.1431346
2011,31703,16.733763,16.625288,15.508748,7.2492151,4.1431346,4.0073333
2012,31703,16.707016,16.612202,15.649756,7.2923369,4.2484951,4.0775375
2013,31703,16.718012,16.60891,15.734596,7.167038,4.3040652,5.2149358
