fy,state_abbrev,fips,State,lny1,lnx1,lnx2,lnx3,lnx4
2011,WI,55,WISCONSIN,7.3528876,6.961184,12.390995,12.310026,12.446483
2012,WI,55,WISCONSIN,7.1942759,7.0530748,12.360012,12.366958,12.483255
2013,WI,55,WISCONSIN,7.242415,7.1033373,12.343497,12.4137,12.522138
2014,WI,55,WISCONSIN,7.2076178,7.136775,12.318405,12.420155,12.551025
2015,WI,55,WISCONSIN,7.2221513,7.1350651,12.299062,12.46261,12.590942
2016,WI,55,WISCONSIN,7.1355891,7.1616712,12.29159,12.502273,12.63074
2017,WI,55,WISCONSIN,7.1458645,7.1838756,12.269718,12.522723,12.655658
1991,WY,56,WYOMING,4.8698397,2.862201,9.9801245,9.0159426,9.44979
1992,WY,56,WYOMING,4.9228964,3.1570003,10.02765,9.064436,9.4709644
1993,WY,56,WYOMING,4.9258032,3.3945084,9.9990253,9.1193972,9.4863567
1994,WY,56,WYOMING,4.9308705,3.5145261,9.9804945,9.1757383,9.5317421
1995,WY,56,WYOMING,4.9544177,3.5380566,9.9767847,9.2205381,9.5518284
1996,WY,56,WYOMING,4.9911127,3.6813512,10.072598,9.267231,9.5893316
1997,WY,56,WYOMING,5.2474523,3.7750571,9.952611,9.3126898,9.6647358
1998,WY,56,WYOMING,5.1907468,3.8264651,9.9559374,9.3830328,9.5972548
1999,WY,56,WYOMING,5.1748881,3.9232597,10.066796,9.4440756,9.6110077
2000,WY,56,WYOMING,5.2178216,3.9613135,9.924221,9.5117626,9.6621103
2001,WY,56,WYOMING,5.0095978,4.0127716,9.9133387,9.5881805,9.7529783
2002,WY,56,WYOMING,5.0974388,3.7914598,9.9462595,9.6430445,9.8341751
2003,WY,56,WYOMING,5.2647839,3.8896422,9.988472,9.6660995,9.8582602
2004,WY,56,WYOMING,5.3021007,3.8249927,10.008973,9.7238827,9.9535866
2005,WY,56,WYOMING,5.3981786,3.8891413,10.017976,9.7914209,10.051334
2006,WY,56,WYOMING,5.508472,3.9355769,10.020514,9.8863974,10.210149
2007,WY,56,WYOMING,5.6581478,3.928905,10.024333,10.033243,10.386071
2008,WY,56,WYOMING,5.6965203,3.956058,10.045594,10.096725,10.507872
2009,WY,56,WYOMING,5.7784276,3.7733529,10.070188,10.186171,10.65821
2010,WY,56,WYOMING,5.6979699,3.7757657,10.149839,10.105886,10.492446
2011,WY,56,WYOMING,5.9081354,3.8673105,10.180817,10.158319,10.529458
2012,WY,56,WYOMING,5.7773805,3.9951763,10.172522,10.252615,10.580777
2013,WY,56,WYOMING,5.9135284,4.0691032,10.153039,10.336765,10.556638
2014,WY,56,WYOMING,5.8239293,4.1002426,10.126071,10.334932,10.569327
2015,WY,56,WYOMING,5.8913865,4.1556878,10.087516,10.405332,10.582437
2016,WY,56,WYOMING,6.0084505,4.0848727,10.077945,10.41758,10.537986
2017,WY,56,WYOMING,5.9051843,4.1487041,10.056209,10.370612,10.484035
