STU_ID,X1SEX,X1RACE,X1SES,X1SESQ5,X4ATPRLVLA,S3CLGPELL,P1TUITION
11828,1,5,1.0318,5,-8,-8,1
11829,2,8,.3323,4,5,1,1
11830,2,6,.3071,4,2,3,-7
11831,2,6,-.8794,1,-8,-8,-7
11832,1,5,-1.1012,1,-7,2,-7
11833,2,5,-.2751,3,4,3,-7
11834,1,2,.2563,4,5,2,-7
11835,1,8,-.0102,3,4,1,-7
11837,2,8,-.8455,1,-7,-7,-7
11838,2,8,.1587,4,-8,1,-7
11839,2,5,.0885,4,4,1,-7
11840,2,8,-.3465,2,4,-8,-7
11841,2,8,.502,4,-8,-7,1
11842,1,6,-.1236,3,-7,3,-7
11844,1,-9,-8,-8,5,2,-8
11845,2,2,-8,-8,4,-8,-8
11846,2,8,.7324000000000001,5,-8,1,-7
11847,2,4,-8,-8,4,1,-8
11849,1,8,-.0103,3,-8,-8,-7
11850,1,8,.197,4,6,2,-7
11851,1,6,-.6714,2,4,3,-9
11852,2,8,-.3465,2,6,2,-7
11854,2,5,1.06,5,4,1,-7
11855,2,8,-1.2803,1,-7,-7,-7
11856,2,8,.093,4,4,1,0
11857,1,3,.275,4,-7,-7,-8
11858,1,8,-.3684,2,-9,-8,-7
11859,2,8,-.3144,3,-7,-7,-9
11860,2,3,-.2554,3,4,2,1
11862,1,8,.1214,4,6,1,0
11863,1,3,-.6865,2,-7,-7,-7
11864,2,8,.377,4,2,3,-8
11865,2,5,.2124,4,4,2,-7
11866,1,3,-.312,3,-7,-8,-8
11867,1,8,.4659,4,5,-7,-8
11868,2,-9,-8,-8,3,3,-8
11870,2,8,.282,4,6,2,-7
11871,2,8,.1124,4,4,1,-8
11872,1,5,-.8411999999999999,1,4,3,-9
11873,2,2,1.3736,5,4,2,0
11874,1,2,.3412,4,4,1,0
11875,1,8,.1574,4,4,3,-7
11876,2,-9,-8,-8,4,1,-8
11877,2,3,-.1765,3,5,2,-8
11878,2,8,1.0674,5,3,2,-9
11879,2,8,-.4542,2,4,3,-9
11880,2,6,-.7751,1,4,2,-7
11881,1,5,-.7751,1,-7,-7,-7
11882,2,5,-1.1153,1,-7,-7,-7
11883,1,6,.2488,4,6,1,-9
11884,2,8,-.4924,2,6,1,-7
11885,2,6,.2033,4,5,1,-9
11886,2,8,-.3554,2,3,-9,-7
11887,2,8,-.6359,2,4,1,0
11888,2,3,-.5628,2,4,1,-7
11889,1,3,.0584,4,-7,-7,0
11890,1,8,-1.0736,1,-8,-8,-8
11891,2,6,-.8861,1,-8,-8,-7
11892,1,5,-.1063,3,4,1,-8
11893,2,8,1.5848,5,-8,1,-7
11894,2,8,.9762,5,5,-7,0
11895,2,8,.7523,5,4,1,1
11896,1,8,.3548,4,4,2,0
11897,1,6,-.5813,2,-7,-7,-7
11898,2,3,.2081,4,6,-4,-8
11900,2,3,-.3332,3,-7,-7,-7
11901,2,2,1.3264,5,4,1,-7
11902,2,8,.0301,3,5,1,0
11903,2,4,-1.1769,1,-8,-7,-7
11904,2,6,-.4916,2,-8,-8,-8
11905,1,6,.8905999999999999,5,4,2,0
11906,2,6,1.2796,5,4,2,0
11907,1,6,-.1755,3,4,2,-7
11908,1,6,-.8103,1,-8,2,-7
11909,2,4,-8,-8,-8,-8,-8
11910,2,8,.0881,4,-8,-4,1
11911,1,3,.1195,4,6,2,-8
11912,1,8,-.0095,3,-8,-7,-7
11913,1,6,-.5089,2,6,1,-7
11914,2,3,-.3307,3,-8,-8,-7
11915,1,5,-.5221,2,-7,-8,-8
11916,2,6,.4407,4,-8,2,-7
11917,1,5,-1.0704,1,5,1,-8
11918,2,8,.5883,5,4,-8,0
11919,1,6,.928,5,4,1,-7
11920,2,8,.391,4,-8,-4,-8
11921,1,-9,-8,-8,2,-8,-8
11922,1,6,1.2248,5,6,2,-7
11923,2,6,-.4542,2,-8,-9,-9
11924,1,8,.8854,5,2,3,-7
11925,1,6,.7584,5,-8,-8,1
11927,1,5,.0367,3,5,-8,-8
11928,1,8,-.442,2,3,2,-7
11929,2,4,-.6568000000000001,2,5,3,-8
11930,1,8,-.1235,3,-8,-8,-9
11932,1,8,1.1188,5,4,2,0
11933,2,8,1.2037,5,4,2,0
11935,1,8,1.2984,5,4,2,-7
11937,2,8,-.2629,3,-7,-7,-7
11938,2,8,1.4591,5,4,1,0
11939,2,5,-.5434,2,5,1,-7
11940,2,8,2.2775,5,4,1,-7
11941,2,8,.1463,4,6,2,-7
11942,1,5,-.3636,2,-8,3,-8
11943,1,3,-1.4767,1,-8,-8,-7
11944,2,8,.6597,5,4,2,1
11946,1,8,1.4056,5,6,-4,-9
11947,2,3,-1.2098,1,-8,-7,-7
11948,2,8,-1.0862,1,-7,-8,-7
11949,1,8,1.0152,5,4,2,1
11950,1,8,.72,5,-8,2,1
11951,1,5,-.0977,3,6,2,-7
11952,1,8,-.4139,2,2,2,1
11953,1,8,-.1942,3,6,2,-7
11954,1,3,-.4046,2,5,1,-7
11955,2,8,.2806,4,-8,-8,-8
11956,1,5,-.5402,2,-8,-7,-7
11957,1,6,.7048,5,6,2,-8
11958,1,8,1.0984,5,5,2,1
11959,2,8,.6836,5,4,2,-7
11960,1,6,.7329,5,-8,-7,1
11961,2,-9,-8,-8,4,3,-8
11962,1,2,.6166,5,5,2,0
11963,2,3,.8341,5,-7,-8,-8
11964,1,2,-.913,1,3,-8,-9
11965,2,8,-.5429,2,6,3,-8
11966,2,2,-1.3081,1,2,2,-7
11967,1,8,-.082,3,-7,-7,-7
11968,1,8,-.4036,2,-7,-7,0
11969,1,5,.1098,4,-7,-7,-7
11970,1,8,-.527,2,-7,-8,-7
11971,2,3,1.4192,5,4,2,1
11972,2,3,-1.1467,1,-7,-7,-8
11974,1,3,-.0925,3,-8,3,1
11975,2,2,.6195000000000001,5,4,2,1
11976,2,8,.2809,4,5,2,-7
11977,1,8,.9402,5,4,3,1
11978,1,8,-8,-8,-7,-7,-9
11979,2,3,.4529,4,6,1,-7
11980,2,5,.3502,4,5,3,-8
11981,2,8,.3008,4,2,2,0
11982,2,8,-8,-8,-8,1,-9
11983,1,5,.2669,4,4,2,1
11984,2,6,.1172,4,6,1,-8
11985,2,8,.3202,4,-7,-7,-7
11986,2,8,.2609,4,-7,-7,0
11987,1,8,.1995,4,6,2,-8
11988,2,-9,-8,-8,-7,3,-8
11990,1,2,-.4973,2,-7,-7,-9
11991,2,3,-.066,3,-7,-8,-7
11992,1,8,-.5760999999999999,2,-7,-7,-7
11993,1,8,-.2232,3,-7,-7,-9
11994,2,2,.2355,4,-8,2,-7
11995,2,8,.7743,5,4,2,-7
11996,1,5,.1021,4,-7,-7,-8
11997,1,8,.7542,5,5,1,-8
11998,1,8,-.0662,3,-8,1,-8
11999,1,8,.8305,5,4,2,1
12000,2,5,-.8224,1,-8,1,-8
12001,2,6,.4344,4,6,-7,1
12002,1,3,.0998,4,6,-8,-8
12003,1,5,-1.0376,1,-7,-7,-8
12004,1,6,1.2556,5,4,-9,1
12005,1,-9,-8,-8,-7,2,-8
12006,2,8,.7817,5,4,2,0
12007,2,8,-.5995,2,6,2,-9
12008,1,8,1.1788,5,6,1,-7
12009,2,8,-.5512,2,-8,-8,-7
12010,2,6,.151,4,3,-8,-8
12011,1,8,1.9383,5,4,2,1
12012,2,8,1.4372,5,4,1,-7
12014,1,8,.1764,4,4,2,-7
12015,2,8,1.035,5,4,1,-7
12016,1,1,.6389,5,4,1,-7
12017,1,-9,-8,-8,5,2,-8
12018,1,5,-.5301,2,-8,-7,-7
12019,2,5,-.7064,2,3,-7,-7
12020,2,3,-8,-8,5,-8,-8
12021,1,5,-.1505,3,6,-7,-7
12022,1,2,-.1384,3,4,-4,-8
12023,2,8,-.3591,2,-7,-7,-7
12024,1,8,1.3384,5,6,3,1
12025,1,8,-.1236,3,4,3,-7
12026,1,2,.984,5,-8,1,1
12027,1,5,1.1916,5,-8,1,-7
12028,2,8,1.2959,5,4,2,-7
12029,1,5,-.7133,2,-7,-7,-8
12030,2,8,.6776,5,4,1,-7
12031,1,2,.4883,4,-8,-8,-8
12032,2,2,-.1805,3,4,1,1
12033,2,8,.5097,4,6,-8,-7
12034,2,6,.1779,4,5,1,-7
12035,2,8,-.1652,3,6,1,-8
12037,2,8,-.8725000000000001,1,-7,-7,-7
12038,2,8,.3201,4,4,-4,-7
12040,1,8,-.8623,1,-7,3,-7
12041,2,8,-.1084,3,4,2,-7
12042,1,8,.6531,5,-8,3,-7
12043,2,8,.7353,5,-7,-7,-8
12044,2,8,.7917,5,-8,-8,-7
12045,1,8,-.7156,2,4,2,0
12046,2,8,-.4763,2,4,1,-7
12047,1,8,-.0655,3,4,2,-7
12048,2,5,-1.1701,1,-8,-8,-8
12049,2,8,-.1876,3,6,1,-8
12050,2,8,-.432,2,-8,1,-9
12051,2,2,.5758,5,4,2,-7
12052,2,2,-.9535,1,-8,-8,-7
12053,1,5,.6718,5,4,3,-8
12054,1,6,-1.0333,1,6,-4,-8
12055,2,2,1.553,5,-7,2,0
12056,1,3,-.0529,3,-8,-7,-8
12057,1,3,-8,-8,-7,-8,-7
12058,2,3,-1.1012,1,-7,-7,0
12059,1,8,.1072,4,6,-7,1
12060,2,-9,-8,-8,4,-8,-8
12061,1,8,-.5318000000000001,2,2,2,-7
12062,2,8,-1.102,1,5,1,-7
12063,2,7,-.0578,3,-8,3,-8
12064,2,5,-1.1656,1,-7,-7,-8
12065,1,-9,-8,-8,4,1,-8
12066,2,5,.1825,4,-8,2,-8
12067,2,8,1.0448,5,-8,1,-8
12068,1,6,-.8157,1,-8,-7,-8
12069,2,6,-.0138,3,4,2,-7
12070,1,8,-.2318,3,5,3,-8
12071,2,5,-.6347,2,-8,-8,-8
12072,1,8,.3106,4,4,1,0
12073,1,8,-.6665,2,6,2,-7
12074,1,8,.2258,4,4,1,1
12075,1,8,-.5089,2,6,1,-7
12076,2,8,.5477,5,4,1,-7
12077,2,4,-8,-8,-8,-8,-8
12078,2,4,-.258,3,-7,2,-8
12079,2,8,-.0094,3,-7,-7,-7
12080,1,2,-.1406,3,5,2,-7
12081,2,5,-.606,2,-7,-4,-7
12082,2,8,-1.0116,1,-8,-8,-8
12083,1,3,-.482,2,3,-7,-8
12084,2,8,-.1893,3,4,2,1
12085,2,6,.3142,4,6,1,-8
12086,2,-9,-8,-8,6,-4,-8
12087,1,8,1.1303,5,4,2,0
12088,2,8,.8942,5,-8,-8,0
12089,1,3,-8,-8,-7,2,-8
12090,2,5,.1079,4,-8,1,-9
12091,1,5,-1.0949,1,6,3,-8
12092,2,5,-.6888,2,2,3,0
12093,2,2,-.4759,2,-8,2,-8
12094,2,8,.9223,5,4,2,0
12095,1,5,-.7592,1,4,3,-7
12097,1,-9,-8,-8,4,-4,-8
12098,1,8,.5526,5,4,-8,-7
12099,2,8,1.1418,5,4,1,-7
12100,1,6,-.6906,2,-8,-8,-7
12101,2,8,.5498,5,4,1,-7
12102,2,4,-.8852,1,-7,-7,-7
12103,1,8,1.3732,5,4,1,1
12104,1,8,-.7205,1,-7,-7,-8
12105,1,2,-.3254,3,4,3,1
12106,2,8,-.8821,1,-8,2,-8
12107,2,3,.0631,4,-7,-7,-8
12108,1,8,-.4046,2,-7,3,-7
12109,1,8,1.4891,5,4,1,1
12111,1,8,-.0239,3,4,2,-7
12112,1,8,-.2716,3,4,2,-7
12113,1,8,.4018,4,5,2,-7
12114,2,8,1.699,5,4,1,1
12115,2,8,-.1581,3,-8,1,-7
12116,1,8,-.0063,3,4,2,-7
12117,2,8,.3514,4,5,1,0
12118,1,8,-.6163,2,-8,-8,-8
12119,2,8,.911,5,4,1,-7
12120,1,8,-.0993,3,-7,-8,-8
12121,1,6,.1375,4,4,-9,-8
12122,1,8,.4433,4,5,2,0
12123,1,6,-.7751,1,-8,-7,-9
12124,1,8,-.0632,3,4,-4,-9
12126,2,8,1.1568,5,5,2,1
12127,2,8,.9503,5,4,2,0
12128,2,8,-.4108,2,-7,-7,-8
12129,1,6,.3685,4,-8,-8,-8
12130,2,8,-.1786,3,-8,1,-7
12132,2,8,-.2226,3,6,1,-7
12133,2,8,-.1236,3,2,-9,-9
12134,2,8,.0235,3,4,2,-7
12135,2,8,.4773,4,2,2,-7
12136,1,8,.1725,4,-8,-8,-8
12137,2,3,-.5828,2,5,-7,1
12138,1,8,.1066,4,6,1,-7
12139,1,5,-.2846,3,-7,-7,-7
12140,1,5,-.0394,3,2,-7,-9
12141,2,2,.2181,4,6,1,-8
12142,1,6,.175,4,5,-8,-8
12143,2,8,.8902,5,4,2,-7
12145,1,8,.2814,4,-8,-8,-7
12146,1,8,-.482,2,-8,-7,-7
12147,1,8,2.0679,5,4,2,0
12148,1,5,.2111,4,5,-7,-9
12149,2,8,-.2293,3,6,2,-7
12150,2,3,-8,-8,-7,-8,-8
12151,1,3,-.6665,2,-8,-8,-9
12152,2,6,-.5592,2,-7,-7,0
12153,1,5,-.0102,3,4,2,-7
12154,2,8,-.4024,2,2,1,-7
12155,2,8,.4034,4,4,3,-7
12157,2,4,-8,-8,5,-7,-8
12158,2,8,-.4534,2,4,1,-8
12159,1,8,.6544,5,-8,-8,-7
12160,2,6,.5167,4,6,3,-8
12162,1,3,-.7046,2,-7,-7,-7
12164,1,8,.7055,5,4,1,-7
12165,2,6,-.1431,3,5,2,-7
12166,1,6,-.3372,3,6,1,0
12167,1,8,.4815,4,-8,2,-8
12168,2,8,-.4843,2,-8,-8,-7
12169,2,-9,-8,-8,6,2,-8
12170,2,5,.5525,5,4,2,-7
12171,2,5,-.6483,2,5,1,-7
12172,2,-9,-8,-8,5,2,-8
12173,1,6,-.6873,2,-7,-8,-8
12174,2,8,-.074,3,3,-7,1
12175,2,8,1.0407,5,4,1,-7
12176,1,8,.305,4,-7,-7,-7
12177,2,8,.1159,4,4,3,-7
12178,1,5,-.3053,3,-7,-8,-7
12179,2,-9,-8,-8,5,-4,-8
12180,1,8,.142,4,-7,-7,-7
12181,1,2,-.1412,3,2,1,-7
12182,2,8,-.7799,1,5,1,-7
12183,2,5,-.7045,2,4,1,-7
12185,2,8,-.2195,3,-8,1,-7
12186,2,8,1.1247,5,6,1,0
12187,2,8,.1083,4,-7,-7,-8
12188,1,5,-1.3077,1,6,-8,-7
12189,2,5,.4073,4,2,1,1
12190,2,8,.0634,4,-8,2,0
12191,2,8,1.1164,5,4,1,1
12192,1,8,.4294,4,4,1,0
12193,1,5,-.7554999999999999,1,5,2,-7
12194,2,3,-.3699,2,6,1,-7
12195,1,4,-.7161,2,-8,-8,-7
12196,1,8,.1856,4,6,2,0
12197,2,8,-.7751,1,4,3,-7
12198,1,5,-.4302,2,-7,-4,-8
12199,2,5,.4775,4,-8,-8,-7
12200,2,6,.6111,5,6,2,-7
12201,2,8,-.8158,1,6,-7,-7
12202,2,5,-1.0643,1,-7,-7,-9
12203,1,2,-8,-8,-8,-8,-8
12205,1,8,.5182,4,4,3,-7
12206,1,8,.2723,4,-8,-8,-7
12207,2,8,1.1342,5,-8,2,1
12208,1,5,-.9016,1,3,2,-7
12210,2,8,.5397,4,5,2,1
12211,2,8,-.1403,3,4,3,-7
12212,2,8,-.0511,3,6,-8,-8
12213,1,8,.3922,4,-7,1,-8
12214,2,8,.5938,5,4,1,-8
12215,2,8,-.3117,3,-8,-7,-8
12216,1,4,-.5994,2,-8,-8,-9
12217,1,8,2.029,5,-7,-8,1
12218,2,3,-.3136,3,-7,3,-8
12219,2,-9,-8,-8,5,-7,-8
12220,2,3,-8,-8,-7,-7,-7
12221,1,8,-.724,1,-8,-7,-7
12224,2,5,-.8879,1,5,2,-7
12225,1,8,1.0095,5,4,-8,-8
12226,1,8,.7258,5,4,2,1
12227,2,6,-.9953,1,-7,-7,-7
12228,1,5,-.6335,2,-7,-7,-8
12229,1,7,-1.1461,1,-7,-8,-7
12230,2,8,.0978,4,4,-9,1
12231,1,6,.8512,5,5,2,-7
12232,2,5,.0042,3,4,1,-8
12233,1,-9,-8,-8,4,2,-8
12234,2,8,.1261,4,-7,-7,0
12235,2,8,.3498,4,4,1,-7
12236,2,6,.4073,4,2,3,0
12237,2,8,1.7462,5,-8,2,0
12238,1,8,2.0218,5,4,2,-7
12239,2,3,.8963,5,6,2,1
12240,1,2,-.4715,2,5,-8,-7
12241,2,2,-8,-8,-7,1,-8
12242,2,8,.9845,5,4,3,-7
12243,1,3,.5486,5,5,1,-7
12244,1,5,-.4858,2,-8,-8,-7
12245,2,5,-.8048999999999999,1,5,2,-9
12246,1,8,.6850000000000001,5,4,3,-7
12247,2,8,.4816,4,-8,-8,-8
12248,1,1,.8512,5,-7,-7,-7
12249,2,8,-8,-8,-7,3,-8
12250,1,5,-.7922,1,-7,-7,-7
12251,1,8,.0207,3,-7,-7,-7
12252,1,3,.534,4,2,3,-8
12253,1,8,-.556,2,6,1,-7
12254,1,8,-.291,3,-8,-7,-8
12255,2,8,.1587,4,4,1,1
12256,1,8,-.0528,3,-8,-8,-7
12257,1,5,.2982,4,6,2,1
12258,1,8,.3623,4,-9,-7,-7
12259,2,3,-8,-8,4,2,-9
12260,1,8,.4465,4,2,2,0
12261,2,3,-.8474,1,5,-8,-8
12262,2,8,-.4012,2,5,-7,-7
12263,1,6,.2803,4,-7,-7,-7
12264,1,4,-8,-8,-8,-7,-8
12265,2,8,.0519,4,2,1,-9
12266,1,5,-1.2106,1,-8,-8,-8
12267,2,2,.6086,5,4,3,-7
12268,2,5,-.5436,2,4,-7,0
12269,1,8,-.0854,3,-8,-8,-8
12270,2,6,.1691,4,-8,2,-7
12271,1,8,-.2306,3,-7,-7,-7
12272,2,3,.0698,4,-7,-7,-8
12273,2,8,-.2859,3,-8,2,-8
12274,1,3,.7265,5,-8,-4,1
12275,1,8,-.543,2,-8,1,-7
12276,1,8,.23,4,4,2,-7
12277,1,3,-.7751,1,-8,-8,-7
12278,1,5,-.9992,1,-7,-7,-7
12279,2,8,.0735,4,-8,1,-7
12280,2,6,.0572,4,5,3,-8
12281,1,4,-8,-8,4,2,-8
12282,1,6,-.1431,3,5,3,0
12283,2,8,1.1166,5,-8,2,1
12284,2,8,.8877,5,-7,-7,-8
12285,2,8,.7758,5,5,3,1
12286,2,8,.1841,4,5,1,-8
12288,1,2,-.7306,1,-8,-9,-7
12289,2,8,.3841,4,5,2,1
12290,2,-9,-8,-8,6,-7,-8
12291,2,8,-.7046,2,-8,-4,-7
12292,2,8,.1969,4,-7,-7,-7
12293,2,5,.2433,4,4,2,0
12294,2,5,-.5854,2,6,1,-8
12295,2,8,-1.2837,1,-8,-7,-7
12296,2,8,.6424,5,5,-8,-7
12297,2,8,.6914,5,4,3,0
12298,2,3,-.4842,2,6,-7,-7
12299,2,-9,-8,-8,-8,-8,-8
12300,1,8,-.077,3,-7,-7,-7
12301,1,6,.5414,4,-8,-7,-8
12302,2,8,.6089,5,-9,-8,-8
12303,1,3,-.3277,3,-7,-7,0
12304,2,6,-.2233,3,6,3,-8
12305,1,4,-8,-8,-8,-8,-8
12306,1,8,.0584,4,4,1,0
12308,1,8,.7584,5,4,1,-7
12310,1,8,.9503,5,4,2,-7
12311,2,8,-1.5209,1,6,2,-7
12312,2,8,-.1984,3,-8,-9,-7
12313,2,2,.8542999999999999,5,4,-4,-8
12314,2,6,-.6574,2,-8,-7,-7
12315,2,5,-.1563,3,3,-7,-8
12316,1,2,-8,-8,5,-8,0
12317,1,8,-.5628,2,6,-7,-7
12318,2,8,.1574,4,5,2,0
12319,2,8,-.7751,1,4,1,1
12320,2,8,-.4522,2,2,1,-7
12322,2,8,1.2066,5,4,1,0
12323,2,8,.3938,4,5,-7,1
12324,1,8,.0417,3,5,-8,-8
12325,2,8,1.8015,5,4,2,0
12326,2,5,-1.0362,1,4,2,1
12327,1,3,.0249,3,2,-4,-9
12328,1,8,-.5255,2,4,2,-8
12329,1,3,.5794,5,6,1,0
12330,2,-9,-8,-8,-8,-8,-8
12333,1,8,1.243,5,2,2,0
12334,1,8,.4466,4,-8,2,-7
12335,2,8,1.0936,5,4,2,-7
12336,1,-9,-8,-8,-7,-7,-8
12337,1,1,.6357,5,6,-8,-8
12338,2,8,-.1991,3,6,-8,-8
12339,2,8,.0524,4,-8,1,0
12340,2,8,.2732,4,4,1,0
12341,1,2,-.6737,2,-8,-8,-8
12342,1,5,-1.3682,1,-7,-7,-7
12343,2,8,-.4843,2,5,2,-7
12344,2,3,-.6359,2,-8,2,-8
12345,2,5,.3182,4,4,-4,1
12346,2,8,-.0918,3,4,2,0
12347,1,8,.5739,5,-8,-8,-9
12348,2,3,-8,-8,-8,-8,-7
12349,2,5,-.5301,2,6,2,-7
12350,2,2,-.4615,2,4,-8,0
12351,2,5,.3088,4,4,-4,1
12352,1,6,-.5434,2,-7,-7,-7
12353,2,5,-1.2572,1,5,-7,-8
12354,1,8,1.3944,5,4,1,1
12355,1,2,.1235,4,-7,-8,-8
12356,1,8,.5245,4,4,-7,-8
12358,1,5,-.2383,3,4,-8,-8
12359,2,4,-8,-8,-7,-7,-8
12360,1,-9,-8,-8,4,-8,-8
12361,2,2,-1.4492,1,2,2,-7
12362,1,8,.0468,3,-8,-8,-8
12363,1,3,.0851,4,-8,-8,-8
12366,2,2,.2033,4,-8,-8,-8
12367,2,8,.1173,4,-8,-4,-7
12368,2,5,.3202,4,4,1,-7
12370,1,8,-.1867,3,-7,-7,-8
12371,1,8,-.3598,2,-8,-7,1
12372,1,2,-1.0325,1,-8,1,-8
12373,2,8,-.3228,3,-7,-8,-8
12374,1,3,-1.0983,1,-7,-7,-8
12375,1,8,.1049,4,-8,2,1
12376,2,8,-.3043,3,6,1,-8
12377,2,8,.0484,3,5,-7,-7
12378,2,8,1.1295,5,4,3,1
12379,1,3,-1.5209,1,-7,-7,-7
12380,2,8,-.2033,3,-8,-8,-9
12381,2,3,.1628,4,-8,-8,-8
12382,1,8,.5590000000000001,5,6,1,-7
12383,1,5,-.1275,3,-8,-8,-8
12384,1,8,.5295,4,4,2,-7
12385,2,8,1.4176,5,4,-4,-7
12386,1,8,.0628,4,-8,-7,-8
12387,2,8,.6593,5,4,3,-7
12388,1,8,.3202,4,4,3,-7
12390,2,5,2.2642,5,4,2,0
12391,2,8,1.9611,5,-7,2,-9
12392,1,8,1.3076,5,-7,-7,-7
12393,2,8,-.1449,3,-8,-8,-7
12394,2,6,-.4024,2,4,3,-9
12395,1,3,-.0327,3,-7,-7,-8
12396,2,8,1.1706,5,5,2,1
12397,1,8,.1881,4,4,1,-9
12398,1,3,-8,-8,-7,-7,-8
12399,1,8,-1.7157,1,6,-7,-7
12400,2,6,.5266999999999999,4,4,1,-7
12401,2,8,.1292,4,-7,-7,-7
12402,1,6,-.3554,2,-8,2,-7
12403,2,5,-1.5501,1,-7,-8,-7
12404,2,2,1.2954,5,4,3,1
12405,2,8,.6776,5,4,1,1
12406,1,8,-.0676,3,-8,3,-7
12407,2,8,-.5628,2,6,1,0
12408,2,8,.8033,5,4,-8,-8
12410,2,8,-.6637,2,-8,-4,-7
12411,2,8,.1026,4,-8,2,-7
12412,2,8,.0469,3,4,2,-7
12413,1,8,-1.5119,1,-8,-8,-7
12414,1,3,-.2521,3,4,2,-7
12415,1,6,1.6986,5,3,3,1
12416,1,8,1.226,5,4,2,1
12417,1,8,.9399999999999999,5,2,2,-7
12418,2,8,.3355,4,4,1,1
12419,1,5,-.7022,2,-7,-8,-7
12420,2,5,-.7756999999999999,1,-7,-7,-7
12421,2,8,.6611,5,4,1,0
12422,2,8,-.455,2,-7,-7,-7
12423,2,6,-1.0419,1,4,-7,-7
12424,1,3,.1563,4,5,1,-7
12425,1,2,2.2898,5,4,2,0
12426,2,3,-.6435,2,-7,3,-7
12427,1,8,-.8472,1,6,3,-7
12428,1,3,.0885,4,6,-7,-9
12429,1,8,1.2238,5,4,1,-8
12430,1,8,-.1317,3,-8,-7,-8
12431,2,5,-1.0714,1,-8,-8,-8
12432,2,8,-.0792,3,4,1,-7
12433,2,8,.7961,5,4,2,0
12434,1,6,1.5059,5,4,2,-7
12435,1,8,.4985,4,4,-4,-8
12436,1,5,-.1286,3,5,-7,-7
12437,2,8,-.1505,3,-7,-7,-7
12438,2,8,1.9858,5,5,2,0
12439,1,8,.0718,4,2,3,-7
12440,1,6,-.5381,2,5,1,-7
12441,2,8,.6335,5,4,1,0
12442,2,6,1.1186,5,4,1,-7
12443,2,5,-.7264,1,6,2,-7
12444,1,5,-8,-8,-8,-8,-8
12445,2,8,1.6559,5,4,1,-7
12446,1,5,-.6321,2,-8,-8,-9
12447,2,6,.0416,3,-7,2,-7
12448,1,8,2.5466,5,-7,1,1
12449,2,8,-8,-8,4,-9,-7
12450,2,3,.2203,4,3,-8,0
12451,1,8,-8,-8,6,-7,-7
12452,1,8,-8,-8,-8,1,-7
12454,1,6,.7949000000000001,5,4,3,1
12455,2,3,-.056,3,5,1,-9
12457,1,8,.6578000000000001,5,-8,-8,-8
12458,1,3,-.0506,3,6,1,-7
12459,1,8,.4204,4,5,2,1
12460,2,5,-.0752,3,4,1,0
12461,2,8,.8856000000000001,5,4,1,1
12462,1,8,1.6027,5,4,1,0
12464,2,3,.0807,4,6,2,-8
12465,1,8,.4396,4,5,1,1
12466,1,8,1.5122,5,4,2,-7
12467,2,8,.1733,4,-7,-8,-8
12468,1,6,-.4232,2,-8,-8,-7
12469,2,7,-.5976,2,-8,-8,-7
12470,2,8,-.3656,2,3,-7,-8
12472,2,8,.4267,4,3,2,0
12473,1,8,-.4546,2,4,2,-8
12474,2,5,.03,3,5,1,-7
12475,1,5,.1527,4,-8,2,-7
12476,2,8,.5877,5,-8,3,-7
12477,2,6,.8139,5,-8,3,-8
12478,2,8,.9836,5,-8,-8,-8
12479,2,-9,-8,-8,4,1,-8
12480,2,1,-.0451,3,6,-9,-8
12481,1,8,.4529,4,4,2,-9
12482,1,8,1.211,5,4,2,0
12483,2,2,-.1103,3,-8,-8,1
12484,1,5,-.2739,3,-7,-4,-7
12485,1,8,.8305,5,4,2,-7
12486,1,8,-.3176,3,-8,-8,-8
12487,2,2,.515,4,1,1,-7
12488,1,5,1.2139,5,4,2,1
12489,2,2,-8,-8,4,-8,-8
12490,1,5,-.7477,1,6,2,1
12491,1,8,-.6333,2,-8,-7,-7
12492,2,5,.1597,4,-8,-8,-8
12493,2,8,-.1125,3,3,-7,-7
12494,2,3,.3321,4,-8,-8,-8
12495,1,2,.4949,4,4,3,-7
12496,1,5,-.3343,3,-8,-7,-7
12497,2,8,.5507,5,6,1,-7
12498,1,8,-8,-8,-7,-8,-7
12499,1,3,-8,-8,-8,-7,-8
12500,1,2,.7377,5,-8,2,0
12501,2,8,-.0754,3,-8,-8,-7
12502,1,8,-.28,3,5,1,-9
12503,2,8,.5097,4,4,1,1
12504,2,5,-.7000999999999999,2,6,-7,-7
12505,1,-9,-8,-8,4,-4,-8
12506,1,8,-.0639,3,3,1,1
12507,1,8,-8,-8,-8,2,-7
12508,1,8,-.5841,2,-7,-7,-8
12509,2,8,.5974,5,-8,-8,-8
12510,2,5,-8,-8,-7,-8,-8
12511,2,8,1.155,5,4,2,1
12512,2,3,-1.43,1,4,1,0
12513,2,8,.9499,5,-8,-8,-8
12514,2,6,-.3357,3,-7,-7,-8
12515,1,8,-.7751,1,4,3,-7
12516,1,3,-.6785,2,-8,3,-9
12517,2,8,.6579,5,4,1,0
12518,1,2,.8076,5,4,2,-7
12519,1,8,1.4041,5,4,3,1
12520,2,8,.2959,4,4,-7,-8
12521,2,5,-1.2033,1,-8,-7,-7
12522,1,4,1.7152,5,3,2,-9
12523,1,8,-.0199,3,-7,3,-7
12524,2,8,1.2152,5,4,1,1
12525,1,8,-.2503,3,-7,-8,-8
12526,2,8,1.0292,5,4,2,-7
12527,1,2,.4082,4,6,2,-9
